Supplementary Table S1: Summary of identified proteins,,,,,,,,,,,,,,,,,,,
id,Class,Protein.ID,RefSeq,Offical gene symbol,Uniprot,log2FC.experiment L1,log2FC.experiment H1 (label swap),log2FC.experiment L2,mean log2FC (experiment 1-3),log10 iBAQ,Functional Group,RNA binding,spliceosome,nucleolus,OMIM Phenotype,Phenotype MIM number,RNA-binding prediction (% precision),mRNA-binding prediction (% precision),ssRNA-binding prediction (% precision)
101,I,IPI00003704,NP_002887,RBM4,Q9BWF3-1;Q9BWF3;A8K9U0;Q9BWF3-2;B4E1U0;Q9BWF3-3,-4.51794064,2.857781989,-4.753448411,4.0430570133,8.0075712785,RNAbinding,x,,x,,,,,
1385,I,IPI00845479,NP_001020248 ,CELF2,O95319-4;O95319;B2RA86;B4DS31;O95319-3;O95319-1;A8MQ42;B4DDE7;C9J567;Q5VZZ6;O95319-2;B4DIB6;O95319-5;B4DM66;B4DT00;B4DZ01;B4DSZ2,-4.677905716,2.634872023,-4.797824289,4.0368673427,7.5632591867,RNAbinding,x,,,,,,20,
865,I,IPI00375144,NP_056992,SRRT,Q9BXP5-1;Q9BXP5;Q9BXP5-3;Q9BXP5-2;Q9BXP5-4;Q9BXP5-5;C9J399,-4.481549461,2.699174031,-4.915369657,4.0320310497,7.3878500479,RNAbinding,x,,,,,50,,
1279,I,IPI00641924,NP_872578,MRPS9,P82933;Q86WV4,-5.259419505,2.679919175,-4.149107787,4.0294821557,7.1736092005,ribosomal,,,,,,50,,
1209,I,IPI00477614,NP_660341,APOBEC3F,Q8IUX4-1;Q8IUX4;B4DGW8,-5.307687079,2.652257022,-4.120369507,4.0267712027,7.8347686157,RNAmod,x,,,,,,,
474,I,IPI00025039,NP_001427,FBL,P22087;B4DLD4;Q96BS4,-4.897113474,2.501005953,-4.674733335,4.024284254,8.0183824205,RNAbinding,x,,x,,,,,
561,I,IPI00644008,NP_004423 ,ELAVL2,B1AM49;Q12926-1;Q12926;Q12926-2;B1APY8;P26378-3;P26378;P26378-1;B1APY9;B7Z4G7;A8MXD8;P26378-4;A8MT34;B7Z5E0;P26378-2;A8MW12;B1AM48,-4.765091619,2.738616535,-4.565861271,4.0231898083,7.9164223623,RNAbinding,x,,,,,,,
730,I,IPI00174442,NP_056290,FAM98A,Q8NCA5;C9J3G8;B2RNA2;B4DT23;B4DY25;Q9Y3Y6;Q05CT2,-5.003559187,2.940317121,-4.111414543,4.0184302837,7.6150616265,candidate mRNA binder,,,,,,20,,
939,I,IPI00293655,NP_004930,DDX1,Q92499;A3RJH1;B4DME8;B4DP70;B4DPN6,-5.329333668,2.46662712,-4.258977486,4.018312758,7.0598653979,helicase,x,,x,,,,,
690,I,IPI00163505,NP_909122 ,RBM39,Q14498-1;Q14498;A2RRD3;B3KWX7;B4DLM0;B4E1M7;B7Z4L7;Q68DD9;Q6MZY7;Q7Z3L0;Q14498-2;B4DRA0;Q6N037;Q5QP20,-4.798145361,2.602290585,-4.63003665,4.010157532,7.9517147748,RNAbinding,x,x,x,,,,,
668,I,IPI00144293,NP_588611,YTHDC1,Q96MU7-1;Q96MU7;Q96MU7-2,-4.829757,2.998755139,-4.20165579,4.0100559763,7.4863431555,RNAbinding,x,,,,,80,20,
1022,I,IPI00307409,NP_113608,MRPL9,Q9BYD2;Q5SZR1,-4.404641476,2.542679032,-5.078015336,4.0084452813,6.9780451769,ribosomal,,,,,,50,,
1082,I,IPI00394751,NP_060318,FAM120C,Q9NX05-1;Q9NX05;B1AQ10;Q642I8;C9JW42,-4.689250398,2.714113608,-4.621239811,4.0082012723,7.6338563752,candidate mRNA binder,,,,,,20,,
680,I,IPI00156005,NP_002507,NOVA2,Q9UNW9;Q9HDB7,-4.808497989,3.078661066,-4.119867761,4.002342272,7.6183432893,RNAbinding,x,,,,,,,
570,I,IPI00031554,NP_076950,DDX50,Q9BQ39;B4DED6;B4DW97;Q53FI9;Q9NTA9,-4.820922142,2.486611412,-4.685533164,3.997688906,7.7050997278,helicase,x,,x,,,,,
73,I,IPI00001134,NP_057174,RBM7,Q9Y580;Q6IRX3,-3.857343465,2.619413011,-5.515298825,3.997351767,6.4240716818,RNAbinding,x,x,,,,,,
977,I,IPI00300186,NP_078898,FASTKD1,Q53R41-1;Q53R41;A6NIG5;Q53R41-2,-3.520305864,4.864879462,-3.606017157,3.9970674943,6.3499303167,candidate mRNA binder,,,,,,0,,
125,I,IPI00607584,NP_001099008,MYBBP1A,Q9BQG0-2;Q9BQG0;Q9BQG0-1;B4DE42,-3.77975921,2.694947034,-5.505959257,3.993555167,7.8712427786,candidate mRNA binder,,,x,,,20,,
812,I,IPI00815707,NP_060217,ANKHD1,Q8IWZ3-4;Q8IWZ3;C9JIE0;Q8IWZ2;Q8IWZ3-1;Q7Z586;Q8TEF1,-4.632968958,2.907755953,-4.439903336,3.993542749,5.9502187666,RNAbinding,x,,,,,,,
1015,I,IPI00306043,NP_057342,YTHDF2,Q9Y5A9-1;Q9Y5A9;A8MX43;B5BU99;Q9Y5A9-2,-4.27299445,2.978378701,-4.721125518,3.9908328897,7.9343469267,RNAbinding,x,,,,,0,,
957,I,IPI00297723,NP_005768,RBM6,P78332;A8K6Q4;B3KSK6;C9J0J8;B4E0G6,-4.59523636,2.937137202,-4.431535881,3.9879698143,6.8578437871,RNAbinding,x,,,,,,,
1454,I,IPI00940386,NP_689971,YTHDF3,Q7Z739;Q658Z6;Q8N3V9;Q8NA80;Q96MZ5;B4DPX9,-4.512102099,2.779217689,-4.656026013,3.9824486003,7.4306498438,RNAbinding,x,,,,,20,,
1213,I,IPI00478085,NP_976049,MEX3D,Q86XN8-1;Q86XN8;Q86XN8-2,-5.53289167,2.451277062,-3.951183504,3.9784507453,7.5659309342,RNAbinding,x,,,,,,20,
924,I,IPI00291946,NP_005144,USP10,Q14694;Q6P2I0;B4DS84,-4.720364683,2.47537028,-4.716642381,3.970792448,6.89014945,candidate mRNA binder,,,,,,0,,
482,I,IPI00025347,NP_006322,EMG1,Q92979;A8K6D2;B4DQC7;B4DP65,-5.802527095,2.650282049,-3.457339785,3.970049643,6.5347806475,RNAbinding,x,,x,Bowen-Conradi syndrome,211180,,,
726,I,IPI00926491,NP_056360,PTCD1,B4DJ38;Q3ZB84;O75127;A4D273;Q3SYP6;B3KMD7;C9JGL8,-4.612002284,2.523913178,-4.766661643,3.9675257017,7.0176864262,candidate mRNA binder,,,,,,0,,
1298,I,IPI00646294,NP_775930,RPUSD3,B4DS39;Q6P087-1;Q6P087;Q6P087-2;A8K773,-4.490375091,2.680864422,-4.723219885,3.9648197993,6.1128322299,RNAmod,x,,,,,,,
756,I,IPI00181617,NP_055829,RBM34,P42696-1;P42696;A2A2V2,-5.14218776,2.294253136,-4.437806918,3.9580826047,6.9280834999,RNAbinding,x,,x,,,,,
1104,I,IPI00401290,NP_055727,CPEB3,Q8NE35-2;Q8NE35;Q5QP71,-4.659558507,2.74801032,-4.458497055,3.955355294,7.0099328098,RNAbinding,x,,,,,,20,
883,I,IPI00221106,NP_006833,SF3B2,Q13435;A8K485;B4DT19;Q7L4T5;Q7Z627;Q9BWD2;Q7Z3K9;Q96CM6,-4.742284505,2.461842838,-4.640649759,3.948259034,7.3777210704,RNAbinding,,x,x,,,80,20,
323,I,IPI00015077,NP_005792 ,EIF1,P41567;Q6IAV3,-5.635297591,2.282261867,-3.922855463,3.9468049737,7.0767714767,translationfactor,x,,,,,,,
603,I,IPI00033153,NP_006353,NXF1,Q9UBU9;Q68CW9;B4E227;B4E269;B4E3J0;Q59E96,-4.789541309,2.624755984,-4.424641194,3.946312829,7.4073814611,RNAbinding,x,,,,,,,
265,I,IPI00012341,NP_008856,SFRS5,Q13243-1;Q13243;B4DJK0;B4DUA4;Q86U32;Q59EK7;Q13243-3;Q13243-2;B5BUD8;Q6FGE0,-5.029994546,2.421721507,-4.385276966,3.9456643397,8.0169295257,RNAbinding,x,x,x,,,,50,
165,I,IPI00006900,NP_065101,UTP3,Q9NQZ2,-3.666466351,2.444773066,-5.723105569,3.944781662,7.0901127588,candidate mRNA binder,,,x,,,20,,
387,I,IPI00020050,NP_060850,DDX28,Q9NUL7,-5.109147114,2.657914343,-4.038409267,3.935156908,7.3772135485,helicase,x,,,,,,,
273,I,IPI00012756,NP_036552,IFIT5,Q13325;B2R5X9;Q6IAX3;B4DDV1,-5.183428144,2.455517923,-4.159176666,3.9327075777,6.1074146669,candidate mRNA binder,,,,,,0,,
345,I,IPI00017341,NP_009096,SF3A2,Q15428;Q05DF2,-3.913803212,2.605707664,-5.274640996,3.9313839573,7.4254469462,RNAbinding,x,x,,,,,20,
498,I,IPI00026271,NP_005608,RPS14,P62263,-5.681566301,2.141367391,-3.957086758,3.9266734833,8.0022668813,ribosomal,,,x,"Macrocytic anemia, refractory, due to 5q deletion, somatic",153550,,,
460,I,IPI00024151,NP_056494,TRUB2,O95900;B7Z7G5,-5.432968641,2.568348344,-3.774201895,3.92517296,7.4964251511,RNAmod,,,,,,,,
307,I,IPI00013891,NP_037425,TRA2A,Q13595-1;Q13595;B4DQI6;B4DUA9;Q549U1;Q13595-2,-4.3128963,2.737124282,-4.71637687,3.922132484,8.2779817571,RNAbinding,x,x,,,,,50,
1098,I,IPI00398131,NP_001004317,LIN28B,Q6ZN17-1;Q6ZN17;A7E2T3;Q6ZN17-2,-5.188206762,2.534709076,-4.000415556,3.9077771313,7.7896705934,RNAbinding,x,,,,,,20,
714,I,IPI00169430,NP_060857,STRBP,Q96SI9-1;Q96SI9;Q96SI9-2,-5.254564728,2.618614553,-3.834668149,3.90261581,6.9737241321,RNAbinding,x,,,,,,,
379,I,IPI00019488,NP_060755,IMP3,Q9NV31;Q96Q46,-4.46466365,1.750777989,-5.490050854,3.901830831,5.7921579227,ribosomal,x,,x,,,,,
1344,I,IPI00784233,NP_001096617 ,GIGYF2,Q6Y7W6-1;Q6Y7W6;B4DRT8;B4DLU7;B9EG55;Q6Y7W6-3;A6H8W4;C9JHW1,-5.031550877,2.781527581,-3.880019731,3.8976993963,6.2111636188,candidate mRNA binder,,,,Parkinson disease 11,607688,0,,
906,I,IPI00289907,NP_115664,FYTTD1,Q96QD9;B2RCB2;B7Z7V1;B7Z8I0;B7ZAJ3;C9JY50;A8MY74,-4.431971788,3.045128395,-4.211137252,3.896079145,7.7211687856,RNAbinding,x,,,,,,,
691,I,IPI00300789,NP_001157852 ,STAU2,Q9NUL3-1;Q9NUL3;Q9NUL3-2;A8K276;B7Z292;Q4LE57;Q9NUL3-3;Q2TBD5;Q9NUL3-4;B7Z8B4;B7Z1I6;B7Z1P6,-4.67982729,2.735240543,-4.254977851,3.890015228,7.2285335649,RNAbinding,x,,,,,,,
898,I,IPI00258168,NP_001026865 ,RBFOX2,O43251-8;O43251;O43251-6;O43251-1;C9JE97;O43251-2;O43251-10;B0QYV1;C9JZB7;O43251-5;B7Z1U7;Q59HD3;Q9NWB1-2;Q9NWB1;Q9NWB1-1;Q8TCM0;O43251-7;B0QYY4;Q9NWB1-5;Q9NWB1-4;Q9NWB1-3;B7ZLH9;O43251-4;O43251-9;C9J3L1;O43251-3;B5MCS4;A6NEW5;A6NFN3;B4DF29;B4DEG6;B0QYY7,-3.983634905,2.753369202,-4.928533862,3.8885126563,8.128510044,RNAbinding,x,,,,,,50,
226,I,IPI00010200,NP_073739,YTHDC2,Q9H6S0;Q6ZMY0,-4.718844216,2.535281598,-4.393197735,3.882441183,7.1910396013,helicase,x,,,,,20,,
888,I,IPI00232533,NP_001403,EIF1AX,P47813;O14602;A6NJH9,-4.77924411,2.310921735,-4.533893936,3.8746865937,6.7709624115,translationfactor,x,,,,,,,
1061,I,IPI00375731,NP_001191397  ,RBM10,P98175-1;P98175;Q7Z3D7;P98175-2;C4AM81;Q6PKH5;P98175-3;P98175-4,-4.498178735,2.763050324,-4.356708996,3.8726460183,7.5456421847,RNAbinding,x,,,TARP syndrome,311900,50,,
1459,I,IPI00942141,NP_542781,SRSF12,Q8WXF0;B3KVR7,-5.100805804,2.75695922,-3.722705532,3.860156852,6.5620905432,RNAbinding,x,,,,,,80,
955,I,IPI00297572,NP_055506,AQR,O60306;A5YKK3;A8K6F0;B0AZM4,-4.158042978,2.549693811,-4.870619378,3.8594520557,7.4675222375,RNAbinding,x,x,,,,,50,
320,I,IPI00014938,NP_149073,SARNP,P82979;Q567R9,-5.499483455,2.975006461,-3.098505545,3.8576651537,7.1346487719,RNAbinding,x,,x,,,,,
1072,I,IPI00385217,NP_001087194,MEX3A,A1L020,-4.586405918,2.423578171,-4.534361899,3.8481153293,7.7323383205,RNAbinding,x,,,,,,,
1026,I,IPI00409717,NP_001958,EIF4A2,Q14240-2;Q14240;Q14240-1;Q86WD0;Q96B07;Q9NZE6;B4DJX6,-5.726997425,2.811018833,-2.993895905,3.843970721,6.8363699484,translationfactor,x,,,,,,,
1272,I,IPI00640519,NP_001152849 ,MTHFSD,B7ZLC2;B4DN17;B7ZLC0,-5.460020358,2.583543153,-3.484986007,3.8428498393,6.9612244135,RNAbinding,x,,,,,,,
572,I,IPI00514501,NP_115700,NTPCR,Q5TDF0;Q9BSD7;Q5TDE9,-5.052272509,1.707038804,-4.768783889,3.8426984007,6.2019418699,candidate mRNA binder,,,,,,0,,
102,I,IPI00003706,NP_002889 ,RBMS2,Q15434;B7Z974;C9JFH9;B7Z5Y7,-4.343263849,2.790605243,-4.385699115,3.839856069,7.1956367832,RNAbinding,x,,,,,,20,
1081,I,IPI00394668,NP_001102,ADAR,P55265-4;P55265;P55265-1;B7Z8Y3;P55265-5;B1AQQ9;Q59EC0,-4.504059293,2.792688798,-4.218719191,3.838489094,7.0051092963,RNAmod,x,,x,Dyschromatosis symmetrica hereditaria,127400,,,
1243,I,IPI00550689,NP_055121,C22orf28,Q9Y3I0;B4DNA0,-5.365336109,2.492904278,-3.655880529,3.8380403053,6.923717335,candidate mRNA binder,,,,,,20,,
695,I,IPI00165434,NP_062535,YLPM1,B4DMQ9;Q86YA8;Q8NF45;P49750-1;P49750;P49750-3;P49750-2,-3.757091459,2.664460085,-5.083092331,3.8348812917,6.7846259567,candidate mRNA binder,,,,,,50,,
1020,I,IPI00306723,NP_005751,CEBPZ,Q03701;B2R5U7,-4.292708462,2.612210935,-4.599706912,3.8348754363,7.0360631604,candidate mRNA binder,,,x,,,0,,
252,I,IPI00011698,NP_005861,SAP18,C9JAE7,-5.598972512,2.64791311,-3.24249878,3.8297948007,7.1272737607,candidate mRNA binder,,,x,,,0,,
1232,I,IPI00514832,NP_112223,TRIM56,Q9BRZ2-1;Q9BRZ2,-5.080600418,2.30161691,-4.024889321,3.802368883,7.3915621476,candidate mRNA binder,,,,,,20,,
292,I,IPI00792837,NP_001091977  ,ZNF207,Q59G94;O43670-1;O43670;O43670-2;A8MTG3;O43670-3;Q8N395;B4DQT7,-4.398877824,2.415407143,-4.591718566,3.8020011777,6.8910298338,candidate mRNA binder,,,x,,,0,,
750,I,IPI00180154,NP_002964,ATXN2,Q99700-1;Q99700;Q99700-4;Q99700-2;A8MW22;B3KT59,-3.861594418,2.820505766,-4.69959743,3.7938992047,7.3828899898,RNAbinding,x,,,Spinocerebellar ataxia 2,183090,,20,
71,I,IPI00000897,NP_055692,HELZ,P42694;B7ZLW2;Q6PGP6,-4.454695819,2.116198385,-4.808983201,3.7932924683,6.6279665836,helicase,x,,,,,20,,
524,I,IPI00027798,NP_113640,FAM103A1,Q9BTL3,-3.640829707,3.156267163,-4.574360235,3.7904857017,6.1983171147,RNAbinding,,,,,,20,,
858,I,IPI00219678,NP_004085,EIF2S1,P05198;Q53XC0,-5.103184118,2.709070023,-3.550904589,3.7877195767,7.0532518821,translationfactor,x,,x,,,,,
348,I,IPI00017451,NP_005868  ,SF3A1,Q15459;B4E091;C9JAT6,-4.452862139,2.164239212,-4.745028705,3.7873766853,6.2316352228,RNAbinding,x,x,,,,,20,
764,I,IPI00410608,NP_659002,MBNL2,Q5VZF2-1;Q5VZF2;Q5VZF2-2;Q5VZF2-3;A0PJJ3;A2A3S3;Q9P1F2;O95205;B4E3F7,-4.94075549,2.389897162,-4.031008329,3.787220327,5.8398428738,RNAbinding,x,,,,,,20,
1240,I,IPI00954006,NP_006038,RBM12 ,Q69YJ7;Q9NTZ6;B4DRP9,-4.86291623,2.447711427,-4.043586436,3.784738031,6.2381021001,RNAbinding,x,,,,,,,
1389,I,IPI00852584,NP_444271,RBM33,Q96EV2-1;Q96EV2;B4DVQ2,-4.96582937,2.528196219,-3.836357005,3.776794198,6.1257590494,RNAbinding,x,,,,,,,
692,I,IPI00165092,NP_001035526,YARS2,Q9Y2Z4,-3.790918508,2.438692066,-5.066657003,3.7654225257,6.4754422356,RNAbinding,,,,"Myopathy, lactic acidosis, and sideroblastic anemia 2",613561,,,
757,I,IPI00942450,NP_065757,SCAF4,C9J1W7;O95104-1;O95104;Q0P607;C9JLZ0;C9JD39;O95104-2,-5.875693042,2.538438835,-2.872604438,3.7622454383,5.6983615661,RNAbinding,x,,,,,,50,
655,I,IPI00103419,NP_757386,SF4,Q8IWZ8-1;Q8IWZ8;A5PLN4;A8K7S0,-5.277547965,2.30862299,-3.686907425,3.7576927933,7.0565332563,RNAbinding,x,,,,,,20,
941,I,IPI00294211,NP_054722,DHX38,Q92620;A8K6G9;B4DET0;B4DM30;B4DN69;B4DVG8,-4.819740089,2.41705586,-4.027545548,3.754780499,5.9120309567,helicase,x,x,,,,80,50,
508,I,IPI00027142,NP_005828,POP7,O75817;A4D2E0;C9JYM0,-4.64223407,2.640181297,-3.981149367,3.754521578,6.4403883089,nuclease,x,,x,,,50,,
1300,I,IPI00646377,NP_003751,EIF4G3,O43432-1;O43432;B4DXR2;B9EGQ7;Q59GJ0;B4DZE1;Q504Z1;A8MZE8;B4DH17,-4.049785433,2.554662519,-4.6523933,3.7522804173,7.0293323628,translationfactor,x,,,,,,,
737,I,IPI00177642,NP_056418,CCDC9,Q9Y3X0;B4DXW2,-4.137355799,2.843823089,-4.275031977,3.7520702883,6.7157882311,candidate mRNA binder,,,,,,0,,
1339,I,IPI00783872,NP_005889 ,CAPRIN1,Q14444-1;Q14444;B3KXU8;Q14444-2,-3.70641763,3.20396851,-4.340046223,3.750144121,7.839988746,RNAbinding,x,,,,,,20,
140,I,IPI00005675,NP_060014,NKRF,O15226;A1Z1A7;A2I827;A2I828;A2I829;A2I830;A2I831;A3F768;A3F769;Q6NUN2,-4.500887348,2.611691751,-4.083801603,3.7321269007,7.4563589251,RNAbinding,x,,x,,,,,
568,I,IPI00031508,NP_004932,DHX8,Q14562;A8K6J9;B4DFD7;B7Z8F4;Q05CV4;Q86X36;Q86YB2,-5.309688401,2.523336125,-3.336719148,3.7232478913,6.7329492824,helicase,x,x,x,,,,50,
1321,I,IPI00745433,NP_036286  ,EIF2C2,Q9UKV8-1;Q9UKV8;A4FVC0;Q9UKV8-2,-5.25230841,2.41581274,-3.464122224,3.7107477913,7.2003720914,translationfactor,x,,,,,,50,20
962,I,IPI00298731,NP_002705,PPP1R10,Q96QC0;Q2L6I0;Q58F28,-5.53683794,2.538140809,-3.037769349,3.704249366,6.3892764965,RNAbinding,x,,,,,,,
158,I,IPI00006440,NP_057055,MRPS7,Q9Y2R9;Q96Q63,-5.018164878,2.233121118,-3.84593014,3.6990720453,7.1863687444,ribosomal,,,,,,,,
847,I,IPI00219153,NP_000974,RPL22,P35268;B8Y929;Q7Z4W8;Q8WYP0;Q9BYF5,-3.587116609,2.490621471,-5.013310929,3.6970163363,8.0712435916,ribosomal,,,x,,,,20,
126,I,IPI00005036,NP_005769,RBM5,P52756-1;P52756;Q59HE6,-4.515133872,2.733701413,-3.836439439,3.6950915747,6.57406987,RNAbinding,x,,,,,,,
1089,I,IPI00396406,NP_054879,MKRN2,Q9H000;C9J494;B4DPR4,-4.87976486,2.35038409,-3.838316082,3.689488344,6.3853087272,RNAbinding,x,,,,,0,,
302,I,IPI00013830,NP_036377,SNW1,Q13573;A8K8A9;B4DY36;B7Z9X2;Q0D2M5;Q6I9S2;Q6P151;B4DEG7;Q9ULA6,-4.484905243,2.294459011,-4.249863466,3.67640924,6.5347837368,candidate mRNA binder,,x,x,,,80,20,
660,I,IPI00106567,NP_060853,WDR33,Q9C0J8;Q69YF7,-4.274445544,2.775429871,-3.972087282,3.6739875657,7.0103254028,candidate mRNA binder,,,,,,0,,
401,I,IPI00021167,NP_003681,PRKRA,O75569-1;O75569;O75569-2;C9JTT3;O75569-3;B4DJC7,-4.115935105,2.113967146,-4.790299604,3.6734006183,5.7265403054,RNAbinding,x,,,Dystonia 16,612067,,,
67,I,IPI00000733,NP_057085,UTP18,Q9Y5J1;B2RAX6,-3.672211478,2.73109633,-4.588660536,3.663989448,7.202893054,candidate mRNA binder,,,x,,,50,,
89,I,IPI00002938,NP_037507,ABT1,Q9ULW3,-4.012006882,2.239795171,-4.732854966,3.6615523397,6.3316828375,RNAbinding,x,,x,,,,,
708,I,IPI00168859,NP_002374 ,MAZ,Q8IUI2;Q8NFN7;P56270;A8QJL9;C6G496;Q9UJ31;Q8WZ46,-4.147777383,1.967131709,-4.855796966,3.6569020193,6.199409915,RNAbinding,x,,,,,,,
59,I,IPI00000015,NP_005617,SFRS4,Q08170;A8K644;Q53F45;Q59EF5,-5.009448788,1.999711432,-3.956705896,3.6552887053,7.981370668,RNAbinding,x,x,,,,,50,
654,I,IPI00103247,NP_612403,HNRPLL,Q8WVV9-1;Q8WVV9;A8K894;Q8WVV9-4;C9J9G0;B7WPG3;Q5JB52,-4.46418591,2.744634739,-3.747158087,3.651992912,7.8365354321,RNAbinding,x,,x,,,,,20
104,I,IPI00003768,NP_055118,PES1,O00541-1;O00541;B2RDF2;B3KTZ6;B5MCF9;O00541-2;B3KXD6,-3.831399038,2.200096258,-4.897758446,3.6430845807,6.7529996931,candidate mRNA binder,,,x,,,50,,
1399,I,IPI00871780,NP_976324,RBM12B,Q8IXT5;B9ZVT1,-4.290053021,2.788977978,-3.824555879,3.6345289593,7.5506314232,RNAbinding,x,,,,,,20,
293,I,IPI00013485,NP_002943,RPS2,P15880;A4D0Y7;O60249;Q3KQT6;Q6IPX5;Q8J014;Q8N5L9;Q8NI62;Q9BSW5;A6NI39;Q8NI61,-4.231454014,2.829037689,-3.840732502,3.6337414017,8.6828241819,ribosomal,,,x,,,,,
683,I,IPI00158020,NP_055699,SUGP2,Q8IX01-1;Q8IX01;Q8IX01-4;Q8IX01-3;A8K5G0;C9JI71;B4DSQ4,-4.451693594,2.607555209,-3.833248568,3.630832457,7.2562446938,RNAbinding,x,,,,,,20,
1019,I,IPI00306642,NP_056235,DCAF13,Q9NV06-1;Q9NV06;A6NNZ9;B3KME9,-4.150823772,2.254714968,-4.485583801,3.6303741803,5.8980079939,candidate mRNA binder,,,x,,,50,,
1437,I,IPI00926109,NP_619520,DHX30,Q7L2E3-2;Q7L2E3;Q7L2E3-1;C9JC37;Q7L2E3-3,-4.153979336,2.057623558,-4.665990147,3.625864347,8.2846612645,helicase,x,,,,,,,
1158,I,IPI00430472,NP_006819  ,ASCC3,Q8N3C0;B4DR60;Q4G1A0,-3.778630193,3.675025506,-3.416823699,3.6234931327,6.327514761,helicase,x,,,,,20,,
1027,I,IPI00328361,NP_001139373,SARS2,Q9NP81;B4DXB9;B4DE10;B4DJP6;B4DJM9,-6.068447037,2.095485639,-2.695068477,3.619667051,5.8304018392,RNAbinding,x,,,"Hyperuricemia, pulmonary hypertension, renal failure, and alkalosis",613845,50,,
1323,I,IPI00930241,NP_001153408 ,EBNA1BP2,Q99848;Q6IB29,-4.173813973,2.115033243,-4.541870017,3.6102390777,7.1727872974,candidate mRNA binder,,,,,,50,,
669,I,IPI00145260,NP_001010867 ,IBA57,Q5T440;B4E1G9,-5.347898122,1.703809467,-3.772249068,3.6079855523,5.8428877602,candidate mRNA binder,,,,,,0,,
1074,I,IPI00410118,NP_006766,QKI,Q96PU8-4;Q96PU8;Q96PU8-7;Q96PU8-2;Q96PU8-1;Q96PU8-3;Q96PU8-6;B4DHR6;Q96PU8-8;Q96PU8-5,-4.183952494,2.266126872,-4.366168936,3.6054161007,6.8240607174,RNAbinding,x,,,,,,20,
709,I,IPI00168885,NP_945314,DHX57,Q6P158-1;Q6P158;B4DKW2;Q8N4U2;C9J5Y3;Q59G60,-4.22393982,2.731813197,-3.849710692,3.6018212363,7.1011604584,helicase,x,,,,,20,,
1196,I,IPI00465294,NP_001244,CDC5L,Q99459;B3KY60;B4DSH1,-4.948664097,1.983860072,-3.84133207,3.591285413,5.9742882217,RNAbinding,x,x,,,,,20,
1274,I,IPI00640703,NP_065801,XPO5,Q9HAV4-1;Q9HAV4;A8K5Y7;B3KPQ5;Q9HAV4-2;C9J4N8;B3KNC6;Q5JTE8;Q5JTE7;Q9H8N6,-3.944548877,2.665460993,-4.137152703,3.5823875243,6.8070572563,RNAbinding,x,,,,,,,
1109,I,IPI00410067,NP_064504  ,ZC3HAV1,Q7Z2W4-1;Q7Z2W4;A8K9U6;Q7Z2W4-3;C9J6P4;Q7Z2W4-2,-4.154724337,2.293547058,-4.291351882,3.5798744257,7.0177389855,RNAbinding,x,,,,,,,
1305,I,IPI00654555,NP_006161 ,NOP2,P46087-1;P46087;Q3KQS4;A8MQ38;P46087-2;Q05BA7,-3.669638944,2.430606431,-4.590223491,3.563489622,7.4847025167,RNAbinding,x,,x,,,,,
388,I,IPI00020062,NP_060858,MBNL3,Q9NUK0-1;Q9NUK0;B1AKI6;Q9NUK0-2;Q9NUK0-3;Q9NUK0-4,-3.807487656,2.684078129,-4.19558953,3.562385105,6.4673883702,RNAbinding,x,,,,,,20,
1457,I,IPI00941589,NP_001409 ,EIF4G2,P78344;Q2TU89;B4DZF2;Q0VH01;Q49A79;Q59G42;Q2NKW9,-4.265122631,2.265286858,-4.150208856,3.560206115,7.0975789315,translationfactor,x,,,,,,,
895,I,IPI00247871,NP_006697,TCERG1,O14776-1;O14776;O14776-2;B7Z921,-4.087598461,2.579831821,-3.997993165,3.555141149,7.0817599062,candidate mRNA binder,,,x,,,20,,
1107,I,IPI00409671,NP_031398 ,DDX42,Q86XP3-1;Q86XP3;B3KMI4;B3KTL4;B3KV84;B3KX23;Q86XP3-2,-4.340776871,2.0531461,-4.26091232,3.5516117637,6.682225509,helicase,x,x,,,,,20,20
978,I,IPI00300213,NP_115622,MEX3B,Q6ZN04-1;Q6ZN04,-4.767997508,2.677034595,-3.185080491,3.5433708647,6.5388796177,RNAbinding,x,,,,,,,
567,I,IPI00031489,NP_005866,EIF1B,O60739;Q53F41;Q6FG85,-5.123157373,2.12895322,-3.363508549,3.538539714,7.0233166728,translationfactor,x,,,,,,,
442,I,IPI00023086,NP_054894,MRPL15,Q9P015;B2R739,-4.499450823,2.784524922,-3.327000862,3.5369922023,6.7118915499,ribosomal,,,,,,50,,
249,I,IPI00011528,NP_001315,CSTF1,Q05048;B4DDG3;Q5QPD8,-4.221677022,2.603620411,-3.772150511,3.532482648,7.3528272768,RNAbinding,x,,,,,,50,
188,I,IPI00007928,NP_006436,PRPF8,Q6P2Q9;B4DK16;Q53GM6;Q6JH02;Q6JH03,-4.232050337,2.370554899,-3.98967273,3.530759322,8.2476713142,RNAbinding,x,x,x,Retinitis pigmentosa 13,600059,,20,
444,I,IPI00023126,NP_005443,WDR46,O15213;A8K806;A8K9A1;B0UZZ8;B4DNI0;B4DP15;A2ABB6;Q5HYZ1,-3.571475943,2.245160963,-4.771933708,3.529523538,6.7651304749,other,,,x,,,0,,
991,I,IPI00302176,NP_061856,GAR1,Q9NY12-1;Q9NY12;Q9NY12-2,-5.313699391,2.339593501,-2.916044622,3.5231125047,7.3355672899,RNAbinding,x,,x,,,,,
