UNIQUE	ID	Name	Description	HEK293-RIC	HuH7-IC	HeLa-RNPxl	HeLa-IC	HeLa-RBDmap	K562-serIC-chr	K562-serIC	Enzyme	Metabolism	"""Metabolic.Enzyme"""
GLRX3	ENSG00000108010	GLRX3	glutaredoxin 3	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
GLTSCR2	ENSG00000105373	GLTSCR2	glioma tumor suppressor candidate region gene 2	YES	no	no	YES	no	YES	YES	FALSE	FALSE	FALSE
GMPR2	ENSG00000100938	GMPR2	guanosine monophosphate reductase 2	no	no	no	no	YES	no	no	TRUE	TRUE	TRUE
GNE	ENSG00000159921	GNE	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase	no	no	no	no	YES	no	no	TRUE	FALSE	FALSE
GNL2	ENSG00000134697	GNL2	G protein nucleolar 2	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
GNL3	ENSG00000163938	GNL3	G protein nucleolar 3	YES	no	no	YES	no	YES	YES	FALSE	FALSE	FALSE
GNL3L	ENSG00000130119	GNL3L	G protein nucleolar 3 like	no	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
GOLGA4	ENSG00000144674	GOLGA4	golgin A4	no	YES	no	no	no	no	YES	FALSE	FALSE	FALSE
GOLGB1	ENSG00000173230	GOLGB1	golgin B1	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
GOT2	ENSG00000125166	GOT2	glutamic-oxaloacetic transaminase 2	YES	no	no	no	no	no	no	TRUE	TRUE	TRUE
GP2	ENSG00000169347	GP2	glycoprotein 2	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
GPATCH4	ENSG00000160818	GPATCH4	G-patch domain containing 4	no	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
GPATCH8	ENSG00000186566	GPATCH8	G-patch domain containing 8	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
GPR161	ENSG00000143147	GPR161	G protein-coupled receptor 161	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
GRB2	ENSG00000177885	GRB2	growth factor receptor bound protein 2	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
GRN	ENSG00000030582	GRN	granulin precursor	no	no	no	YES	YES	no	no	FALSE	FALSE	FALSE
GRSF1	ENSG00000132463	GRSF1	G-rich RNA sequence binding factor 1	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
GRWD1	ENSG00000105447	GRWD1	glutamate rich WD repeat containing 1	YES	no	no	YES	YES	no	no	FALSE	FALSE	FALSE
GSPT1	ENSG00000103342	GSPT1	G1 to S phase transition 1	YES	no	no	YES	YES	no	no	FALSE	FALSE	FALSE
GSPT2	ENSG00000189369	GSPT2	G1 to S phase transition 2	YES	no	no	YES	no	no	no	FALSE	FALSE	FALSE
GSTP1	ENSG00000084207	GSTP1	glutathione S-transferase pi 1	no	YES	no	no	no	no	no	TRUE	TRUE	TRUE
GTF2E2	ENSG00000197265	GTF2E2	general transcription factor IIE subunit 2	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
GTF2F1	ENSG00000125651	GTF2F1	general transcription factor IIF subunit 1	YES	no	no	YES	no	no	no	FALSE	FALSE	FALSE
GTPBP1	ENSG00000100226	GTPBP1	GTP binding protein 1	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
GTPBP10	ENSG00000105793	GTPBP10	GTP binding protein 10	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
GTPBP4	ENSG00000107937	GTPBP4	GTP binding protein 4	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
H1F0	ENSG00000189060	H1F0	H1 histone family member 0	YES	no	no	YES	YES	no	no	FALSE	FALSE	FALSE
H1FX	ENSG00000184897	H1FX	H1 histone family member X	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
H2AFY	ENSG00000113648	H2AFY	H2A histone family member Y	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
HABP4	ENSG00000130956	HABP4	hyaluronan binding protein 4	no	YES	no	no	no	no	no	FALSE	FALSE	FALSE
HADH	ENSG00000138796	HADH	hydroxyacyl-CoA dehydrogenase	no	no	no	no	YES	no	no	TRUE	TRUE	TRUE
HADHB	ENSG00000138029	HADHB	hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), beta subunit	no	no	no	YES	no	no	no	TRUE	TRUE	TRUE
HARS2	ENSG00000112855	HARS2	histidyl-tRNA synthetase 2, mitochondrial	YES	no	no	no	no	no	no	TRUE	FALSE	FALSE
HDAC2	ENSG00000196591	HDAC2	histone deacetylase 2	YES	no	no	no	no	no	no	TRUE	FALSE	FALSE
HDGF	ENSG00000143321	HDGF	hepatoma-derived growth factor	no	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
HDLBP	ENSG00000115677	HDLBP	high density lipoprotein binding protein	YES	YES	no	YES	YES	no	YES	FALSE	FALSE	FALSE
HEATR1	ENSG00000119285	HEATR1	HEAT repeat containing 1	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
HEATR6	ENSG00000068097	HEATR6	HEAT repeat containing 6	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
HELZ	ENSG00000198265	HELZ	helicase with zinc finger	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
HELZ2	ENSG00000130589	HELZ2	helicase with zinc finger 2	YES	no	no	YES	no	no	no	FALSE	TRUE	FALSE
HERC5	ENSG00000138646	HERC5	HECT and RLD domain containing E3 ubiquitin protein ligase 5	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
HIBADH	ENSG00000106049	HIBADH	3-hydroxyisobutyrate dehydrogenase	no	no	no	no	YES	no	no	TRUE	TRUE	TRUE
HIST1H1B	ENSG00000184357	HIST1H1B	histone cluster 1 H1 family member b	no	no	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
HIST1H1C	ENSG00000187837	HIST1H1C	histone cluster 1 H1 family member c	YES	no	no	YES	YES	YES	no	FALSE	FALSE	FALSE
HIST1H1D	ENSG00000124575	HIST1H1D	histone cluster 1 H1 family member d	YES	no	no	no	no	no	YES	FALSE	FALSE	FALSE
HIST1H1E	ENSG00000168298	HIST1H1E	histone cluster 1 H1 family member e	YES	no	no	no	YES	YES	YES	FALSE	FALSE	FALSE
HIST1H4A	ENSG00000278637	HIST1H4A	histone cluster 1 H4 family member a	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
HIST1H4B	ENSG00000278705	HIST1H4B	histone cluster 1 H4 family member b	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
HIST1H4D	ENSG00000277157	HIST1H4D	histone cluster 1 H4 family member d	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
HIST1H4E	ENSG00000276966	HIST1H4E	histone cluster 1 H4 family member e	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
HIST1H4F	ENSG00000274618	HIST1H4F	histone cluster 1 H4 family member f	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
HIST1H4H	ENSG00000158406	HIST1H4H	histone cluster 1 H4 family member h	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
HIST1H4K	ENSG00000273542	HIST1H4K	histone cluster 1 H4 family member k	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
HIST1H4L	ENSG00000275126	HIST1H4L	histone cluster 1 H4 family member l	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
HIST2H4B	ENSG00000270276	HIST2H4B	histone cluster 2 H4 family member b	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
HLA-A	ENSG00000235657	HLA-A	major histocompatibility complex, class I, A	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
HLTF	ENSG00000071794	HLTF	helicase like transcription factor	no	no	no	YES	no	no	no	TRUE	FALSE	FALSE
HMGA1	ENSG00000137309	HMGA1	high mobility group AT-hook 1	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
HMGB1	ENSG00000189403	HMGB1	high mobility group box 1	YES	YES	no	YES	YES	no	no	FALSE	FALSE	FALSE
HMGB2	ENSG00000164104	HMGB2	high mobility group box 2	YES	no	no	YES	YES	no	no	FALSE	FALSE	FALSE
HMGB3	ENSG00000029993	HMGB3	high mobility group box 3	YES	YES	no	no	no	no	no	FALSE	FALSE	FALSE
HMGN2	ENSG00000198830	HMGN2	high mobility group nucleosomal binding domain 2	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
HMGN5	ENSG00000198157	HMGN5	high mobility group nucleosome binding domain 5	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
HNRNPA0	ENSG00000177733	HNRNPA0	heterogeneous nuclear ribonucleoprotein A0	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
HNRNPA1	ENSG00000135486	HNRNPA1	heterogeneous nuclear ribonucleoprotein A1	YES	no	YES	YES	YES	YES	YES	FALSE	FALSE	FALSE
HNRNPA1L2	ENSG00000139675	HNRNPA1L2	heterogeneous nuclear ribonucleoprotein A1-like 2	no	no	YES	no	no	no	no	FALSE	FALSE	FALSE
HNRNPA2B1	ENSG00000122566	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1	YES	YES	YES	YES	YES	YES	YES	FALSE	FALSE	FALSE
HNRNPA3	ENSG00000170144	HNRNPA3	heterogeneous nuclear ribonucleoprotein A3	YES	YES	YES	YES	YES	YES	YES	FALSE	FALSE	FALSE
HNRNPAB	ENSG00000197451	HNRNPAB	heterogeneous nuclear ribonucleoprotein A/B	YES	YES	YES	YES	YES	YES	YES	FALSE	FALSE	FALSE
HNRNPC	ENSG00000092199	HNRNPC	heterogeneous nuclear ribonucleoprotein C (C1/C2)	YES	YES	YES	YES	YES	YES	YES	FALSE	FALSE	FALSE
HNRNPCL1	ENSG00000282175;ENSG00000179172	HNRNPCL1	heterogeneous nuclear ribonucleoprotein C-like 1	YES	YES	YES	no	YES	YES	YES	FALSE	FALSE	FALSE
HNRNPD	ENSG00000138668	HNRNPD	heterogeneous nuclear ribonucleoprotein D	YES	YES	YES	YES	YES	YES	YES	FALSE	FALSE	FALSE
HNRNPDL	ENSG00000152795	HNRNPDL	heterogeneous nuclear ribonucleoprotein D like	YES	YES	YES	YES	YES	YES	YES	FALSE	FALSE	FALSE
HNRNPF	ENSG00000169813	HNRNPF	heterogeneous nuclear ribonucleoprotein F	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
HNRNPH1	ENSG00000169045	HNRNPH1	heterogeneous nuclear ribonucleoprotein H1 (H)	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
HNRNPH2	ENSG00000126945	HNRNPH2	heterogeneous nuclear ribonucleoprotein H2 (H')	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
HNRNPH3	ENSG00000096746	HNRNPH3	heterogeneous nuclear ribonucleoprotein H3	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
HNRNPK	ENSG00000165119	HNRNPK	heterogeneous nuclear ribonucleoprotein K	YES	YES	YES	YES	YES	YES	YES	FALSE	FALSE	FALSE
HNRNPL	ENSG00000282947;ENSG00000104824	HNRNPL	heterogeneous nuclear ribonucleoprotein L	YES	YES	YES	YES	YES	YES	YES	FALSE	FALSE	FALSE
HNRNPLL	ENSG00000143889	HNRNPLL	heterogeneous nuclear ribonucleoprotein L like	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
HNRNPM	ENSG00000099783	HNRNPM	heterogeneous nuclear ribonucleoprotein M	YES	YES	YES	YES	YES	YES	YES	FALSE	FALSE	FALSE
HNRNPR	ENSG00000282958;ENSG00000125944	HNRNPR	heterogeneous nuclear ribonucleoprotein R	YES	YES	YES	YES	YES	YES	YES	FALSE	FALSE	FALSE
HNRNPU	ENSG00000153187	HNRNPU	heterogeneous nuclear ribonucleoprotein U	YES	YES	YES	YES	YES	YES	YES	FALSE	FALSE	FALSE
HNRNPUL1	ENSG00000105323	HNRNPUL1	heterogeneous nuclear ribonucleoprotein U like 1	YES	no	no	YES	no	YES	YES	FALSE	FALSE	FALSE
HNRNPUL2	ENSG00000214753	HNRNPUL2	heterogeneous nuclear ribonucleoprotein U like 2	YES	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
HOOK1	ENSG00000134709	HOOK1	hook microtubule tethering protein 1	no	no	no	no	no	YES	YES	FALSE	FALSE	FALSE
HOXB6	ENSG00000108511	HOXB6	homeobox B6	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
HSD17B10	ENSG00000072506	HSD17B10	hydroxysteroid 17-beta dehydrogenase 10	YES	YES	no	no	no	no	no	TRUE	TRUE	TRUE
HSP90AA1	ENSG00000080824	HSP90AA1	heat shock protein 90 alpha family class A member 1	YES	YES	no	YES	YES	no	no	FALSE	TRUE	FALSE
HSP90AB1	ENSG00000096384	HSP90AB1	heat shock protein 90 alpha family class B member 1	YES	YES	no	YES	YES	no	no	FALSE	TRUE	FALSE
HSP90B1	ENSG00000166598	HSP90B1	heat shock protein 90 beta family member 1	no	YES	no	no	YES	no	no	FALSE	FALSE	FALSE
HSPA1A	ENSG00000234475;ENSG00000235941;ENSG00000204389;ENSG00000215328;ENSG00000237724	HSPA1A	heat shock protein family A (Hsp70) member 1A	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
HSPA1B	ENSG00000232804;ENSG00000231555;ENSG00000204388;ENSG00000212866;ENSG00000224501	HSPA1B	heat shock protein family A (Hsp70) member 1B	YES	no	no	YES	no	no	no	FALSE	FALSE	FALSE
HSPA5	ENSG00000044574	HSPA5	heat shock protein family A (Hsp70) member 5	no	YES	no	no	YES	no	no	FALSE	FALSE	FALSE
HSPA8	ENSG00000109971	HSPA8	heat shock protein family A (Hsp70) member 8	YES	YES	no	YES	YES	no	no	FALSE	FALSE	FALSE
HSPA9	ENSG00000113013	HSPA9	heat shock protein family A (Hsp70) member 9	YES	no	no	YES	YES	no	no	FALSE	FALSE	FALSE
HSPB1	ENSG00000106211	HSPB1	heat shock protein family B (small) member 1	no	no	no	YES	YES	no	no	FALSE	FALSE	FALSE
HSPD1	ENSG00000144381	HSPD1	heat shock protein family D (Hsp60) member 1	no	no	no	YES	YES	no	no	TRUE	FALSE	FALSE
HSPE1	ENSG00000115541	HSPE1	heat shock protein family E (Hsp10) member 1	no	YES	no	YES	YES	no	no	FALSE	FALSE	FALSE
HTATSF1	ENSG00000102241	HTATSF1	HIV-1 Tat specific factor 1	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
HUWE1	ENSG00000086758	HUWE1	HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase	no	no	no	YES	no	no	no	TRUE	FALSE	FALSE
IBA57	ENSG00000181873	IBA57	IBA57 homolog, iron-sulfur cluster assembly	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
IDH1	ENSG00000138413	IDH1	isocitrate dehydrogenase (NADP(+)) 1, cytosolic	no	YES	no	no	no	no	no	TRUE	TRUE	TRUE
IDH2	ENSG00000182054	IDH2	isocitrate dehydrogenase (NADP(+)) 2, mitochondrial	no	no	no	no	YES	no	no	TRUE	TRUE	TRUE
IFI16	ENSG00000163565	IFI16	interferon gamma inducible protein 16	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
IFIT2	ENSG00000119922	IFIT2	interferon induced protein with tetratricopeptide repeats 2	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
IFIT5	ENSG00000152778	IFIT5	interferon induced protein with tetratricopeptide repeats 5	YES	YES	no	no	no	no	no	FALSE	FALSE	FALSE
IGF2BP1	ENSG00000159217	IGF2BP1	insulin like growth factor 2 mRNA binding protein 1	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
IGF2BP2	ENSG00000073792	IGF2BP2	insulin like growth factor 2 mRNA binding protein 2	YES	YES	no	YES	YES	no	YES	FALSE	FALSE	FALSE
IGF2BP3	ENSG00000136231	IGF2BP3	insulin like growth factor 2 mRNA binding protein 3	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
ILF2	ENSG00000143621	ILF2	interleukin enhancer binding factor 2	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
ILF3	ENSG00000129351	ILF3	interleukin enhancer binding factor 3	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
IMMT	ENSG00000132305	IMMT	inner membrane mitochondrial protein	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
IMP3	ENSG00000177971	IMP3	IMP3, U3 small nucleolar ribonucleoprotein	YES	no	no	YES	no	no	no	FALSE	FALSE	FALSE
IPO4	ENSG00000196497	IPO4	importin 4	no	YES	no	no	no	no	no	FALSE	FALSE	FALSE
IPO5	ENSG00000065150	IPO5	importin 5	YES	YES	no	no	no	no	no	FALSE	FALSE	FALSE
IQCG	ENSG00000114473	IQCG	IQ motif containing G	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
IREB2	ENSG00000136381	IREB2	iron responsive element binding protein 2	no	YES	no	no	no	no	no	FALSE	FALSE	FALSE
ISG20L2	ENSG00000143319	ISG20L2	interferon stimulated exonuclease gene 20 like 2	no	no	no	YES	no	YES	YES	FALSE	FALSE	FALSE
ISY1	ENSG00000240682	ISY1	ISY1 splicing factor homolog	no	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
JUN	ENSG00000177606	JUN	Jun proto-oncogene, AP-1 transcription factor subunit	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
KCTD12	ENSG00000178695	KCTD12	potassium channel tetramerization domain containing 12	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
KDM5A	ENSG00000073614	KDM5A	lysine demethylase 5A	no	no	no	no	no	YES	YES	FALSE	FALSE	FALSE
KHDRBS1	ENSG00000121774	KHDRBS1	KH RNA binding domain containing, signal transduction associated 1	YES	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
KHDRBS3	ENSG00000131773	KHDRBS3	KH RNA binding domain containing, signal transduction associated 3	YES	YES	no	no	no	no	no	FALSE	FALSE	FALSE
KHSRP	ENSG00000088247	KHSRP	KH-type splicing regulatory protein	YES	YES	YES	YES	YES	YES	YES	FALSE	FALSE	FALSE
KIAA0100	ENSG00000007202	KIAA0100	KIAA0100	no	no	no	no	no	YES	YES	FALSE	FALSE	FALSE
KIAA0430	ENSG00000166783	KIAA0430	KIAA0430	no	YES	no	no	no	no	no	FALSE	FALSE	FALSE
KIAA1324	ENSG00000116299	KIAA1324	KIAA1324	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
KIAA1429	ENSG00000164944	KIAA1429	KIAA1429	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
KIF1C	ENSG00000129250	KIF1C	kinesin family member 1C	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
KMT2C	ENSG00000055609	KMT2C	lysine methyltransferase 2C	no	no	no	YES	no	no	no	TRUE	FALSE	FALSE
KNOP1	ENSG00000103550	KNOP1	lysine rich nucleolar protein 1	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
KPNA2	ENSG00000182481	KPNA2	karyopherin subunit alpha 2	YES	YES	no	no	no	no	no	FALSE	FALSE	FALSE
KPNB1	ENSG00000108424	KPNB1	karyopherin subunit beta 1	YES	YES	no	no	no	no	no	FALSE	TRUE	FALSE
KRI1	ENSG00000129347	KRI1	KRI1 homolog	no	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
KRR1	ENSG00000111615	KRR1	KRR1, small subunit processome component homolog	YES	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
KRT18	ENSG00000111057	KRT18	keratin 18	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
KTN1	ENSG00000126777	KTN1	kinectin 1	no	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
KYAT3	ENSG00000137944	KYAT3	kynurenine aminotransferase 3	YES	no	no	no	no	no	no	TRUE	TRUE	TRUE
LAMA2	ENSG00000196569	LAMA2	laminin subunit alpha 2	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
LARP1	ENSG00000155506	LARP1	La ribonucleoprotein domain family member 1	YES	YES	no	YES	YES	no	YES	FALSE	FALSE	FALSE
LARP1B	ENSG00000138709	LARP1B	La ribonucleoprotein domain family member 1B	YES	YES	no	no	no	no	no	FALSE	FALSE	FALSE
LARP4	ENSG00000161813	LARP4	La ribonucleoprotein domain family member 4	YES	YES	no	YES	YES	no	YES	FALSE	FALSE	FALSE
LARP4B	ENSG00000107929	LARP4B	La ribonucleoprotein domain family member 4B	YES	YES	no	YES	YES	no	YES	FALSE	FALSE	FALSE
LARP7	ENSG00000174720	LARP7	La ribonucleoprotein domain family member 7	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
LAS1L	ENSG00000001497	LAS1L	LAS1 like, ribosome biogenesis factor	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
LASP1	ENSG00000002834	LASP1	LIM and SH3 protein 1	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
LBR	ENSG00000143815	LBR	lamin B receptor	YES	no	no	no	no	no	no	FALSE	TRUE	FALSE
LDHA	ENSG00000134333	LDHA	lactate dehydrogenase A	no	YES	no	no	no	no	no	TRUE	TRUE	TRUE
LDHB	ENSG00000111716	LDHB	lactate dehydrogenase B	no	no	no	no	YES	no	no	TRUE	TRUE	TRUE
LEPR	ENSG00000116678	LEPR	leptin receptor	no	no	no	no	no	no	YES	FALSE	FALSE	FALSE
LGALS1	ENSG00000100097	LGALS1	galectin 1	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
LGALS3	ENSG00000131981	LGALS3	galectin 3	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
LIMA1	ENSG00000050405	LIMA1	LIM domain and actin binding 1	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
LIN28B	ENSG00000187772	LIN28B	lin-28 homolog B	YES	YES	no	no	YES	YES	YES	FALSE	FALSE	FALSE
LIN7C	ENSG00000148943	LIN7C	lin-7 homolog C, crumbs cell polarity complex component	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
LLPH	ENSG00000139233	LLPH	LLP homolog, long-term synaptic facilitation	YES	YES	no	YES	YES	no	no	FALSE	FALSE	FALSE
LMF2	ENSG00000100258	LMF2	lipase maturation factor 2	no	YES	no	no	no	no	no	FALSE	FALSE	FALSE
LMNA	ENSG00000160789	LMNA	lamin A/C	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
LRP1	ENSG00000123384	LRP1	LDL receptor related protein 1	no	YES	no	YES	no	no	no	FALSE	TRUE	FALSE
LRPPRC	ENSG00000138095	LRPPRC	leucine rich pentatricopeptide repeat containing	YES	YES	no	YES	YES	no	YES	FALSE	TRUE	FALSE
LRRC47	ENSG00000130764	LRRC47	leucine rich repeat containing 47	YES	YES	no	no	no	no	no	FALSE	FALSE	FALSE
LRRC59	ENSG00000108829	LRRC59	leucine rich repeat containing 59	no	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
LSM1	ENSG00000175324	LSM1	LSM1 homolog, mRNA degradation associated	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
LSM14A	ENSG00000262860;ENSG00000257103	LSM14A	LSM14A, mRNA processing body assembly factor	YES	YES	no	no	YES	no	no	FALSE	FALSE	FALSE
LSM14B	ENSG00000149657	LSM14B	LSM family member 14B	YES	YES	no	no	no	no	no	FALSE	FALSE	FALSE
LSM2	ENSG00000204392;ENSG00000236826;ENSG00000231502;ENSG00000224979;ENSG00000172850;ENSG00000225998	LSM2	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated	YES	no	no	YES	no	no	no	FALSE	FALSE	FALSE
LSM3	ENSG00000170860	LSM3	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
LSM4	ENSG00000130520	LSM4	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated	YES	no	no	YES	no	no	no	FALSE	FALSE	FALSE
LSM6	ENSG00000164167	LSM6	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
LSM8	ENSG00000128534	LSM8	LSM8 homolog, U6 small nuclear RNA associated	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
LTA4H	ENSG00000111144	LTA4H	leukotriene A4 hydrolase	no	no	no	YES	no	no	no	TRUE	TRUE	TRUE
LUC7L	ENSG00000007392	LUC7L	LUC7 like	no	YES	no	no	no	no	no	FALSE	FALSE	FALSE
LUC7L2	ENSG00000146963	LUC7L2	LUC7 like 2, pre-mRNA splicing factor	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
LUC7L3	ENSG00000108848	LUC7L3	LUC7 like 3 pre-mRNA splicing factor	YES	no	no	YES	no	no	no	FALSE	FALSE	FALSE
LYAR	ENSG00000145220	LYAR	Ly1 antibody reactive	YES	no	no	YES	no	no	no	FALSE	FALSE	FALSE
MACF1	ENSG00000127603	MACF1	microtubule-actin crosslinking factor 1	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
MAGOH	ENSG00000162385	MAGOH	mago homolog, exon junction complex core component	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
MAGOHB	ENSG00000111196	MAGOHB	mago homolog B, exon junction complex core component	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
MAK16	ENSG00000198042	MAK16	MAK16 homolog	no	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
MANF	ENSG00000145050	MANF	mesencephalic astrocyte derived neurotrophic factor	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
MAP1B	ENSG00000131711	MAP1B	microtubule associated protein 1B	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
MAP2	ENSG00000078018	MAP2	microtubule associated protein 2	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
MAP4	ENSG00000047849	MAP4	microtubule associated protein 4	YES	YES	no	YES	YES	no	no	FALSE	FALSE	FALSE
MAPRE1	ENSG00000101367	MAPRE1	microtubule associated protein RP/EB family member 1	YES	YES	no	no	no	no	no	FALSE	FALSE	FALSE
MAPT	ENSG00000186868	MAPT	microtubule associated protein tau	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
MARK2	ENSG00000072518	MARK2	microtubule affinity regulating kinase 2	no	no	no	YES	no	no	no	TRUE	FALSE	FALSE
MAT1A	ENSG00000151224	MAT1A	methionine adenosyltransferase 1A	no	no	no	no	YES	no	no	TRUE	TRUE	TRUE
MAT2A	ENSG00000168906	MAT2A	methionine adenosyltransferase 2A	no	no	no	no	YES	no	no	TRUE	TRUE	TRUE
MATR3	ENSG00000015479;ENSG00000280987	MATR3	matrin 3	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
MAZ	ENSG00000103495	MAZ	MYC associated zinc finger protein	YES	no	no	YES	no	no	no	FALSE	FALSE	FALSE
MBNL1	ENSG00000152601	MBNL1	muscleblind like splicing regulator 1	YES	no	no	YES	no	YES	YES	FALSE	FALSE	FALSE
MBNL2	ENSG00000139793	MBNL2	muscleblind like splicing regulator 2	YES	no	no	YES	no	no	no	FALSE	FALSE	FALSE
MBNL3	ENSG00000076770	MBNL3	muscleblind like splicing regulator 3	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
MCAT	ENSG00000100294	MCAT	malonyl-CoA-acyl carrier protein transacylase	YES	no	no	no	no	no	no	TRUE	TRUE	TRUE
MCRIP2	ENSG00000172366	MCRIP2	MAPK regulated corepressor interacting protein 2	no	YES	no	no	no	no	no	FALSE	FALSE	FALSE
MDC1	ENSG00000231135	MDC1	mediator of DNA damage checkpoint 1	no	no	no	no	no	no	YES	FALSE	FALSE	FALSE
