HuH7 mRNA interactome_Ensembl gene ID,HuH7 mRNA interactome_ENSEMBL Gene Name,HuH7 mRNA interactome_Entrez Gene ID,Uniprot,mRNA interactome status,average log2 fold change (cCL/control),padj cCL,average log2 fold change (PAR-CL/control),padj PAR-CL,HuH7 mRNA interactome_RNA biology status,HuH7 mRNA interactome_RBD,human mRNA interactomes_Ensembl gene ID,HeLa,HEK293,HuH7,human mRNA interactomes_ENSEMBL Gene Name,human mRNA interactomes_Entrez Gene ID,Uniprot entry,human mRNA interactomes_RNA biology status,human mRNA interactomes_RBD,enigmRBP,"""classical"" metablic enzyme",EC number,EC class,"Conserved ""core"" RBP",InParanoid Cluster ID,Uniprot ID,Organism
ENSG00000065150,IPO5,3843,O00410,mRNA interactome,3.2354795,0.0029321784,,,linked,unknown,ENSG00000065150,no evidence,mRNA interactome,mRNA interactome,IPO5,3843,O00410,linked,unknown,,,,,,,,
ENSG00000099899,TRMT2A,27037,Q8IZ69,mRNA interactome,3.232569,0.0033129459,1.22250595,0.1646936497,linked,recognized,ENSG00000099899,mRNA interactome,no evidence,mRNA interactome,TRMT2A,27037,Q8IZ69,linked,recognized,,,,,,,,
ENSG00000029993,HMGB3,3149,O15347,mRNA interactome,3.2285886667,0.0013503677,,,unknown,unknown,ENSG00000029993,no evidence,mRNA interactome,mRNA interactome,HMGB3,3149,O15347,unknown,unknown,yes,,,,,,,
ENSG00000183431,SF3A3,10946,Q12874,mRNA interactome,3.2199523333,0.0013919501,2.5957702,0.0700824156,linked,recognized,ENSG00000183431,mRNA interactome,mRNA interactome,mRNA interactome,SF3A3,10946,Q12874,linked,recognized,,,,,core,1189,Q12874,H.sapiens
ENSG00000021776,AQR,9716,O60306,mRNA interactome,3.2176823333,0.0013503677,3.815511,0.0028432987,linked,unknown,ENSG00000021776,mRNA interactome,mRNA interactome,mRNA interactome,AQR,9716,O60306,linked,unknown,,,,,,,,
ENSG00000198000,NOL8,55035,Q76FK4,mRNA interactome,3.2173423333,0.0004247176,1.4198577333,0.1267470207,linked,recognized,ENSG00000198000,mRNA interactome,mRNA interactome,mRNA interactome,NOL8,55035,Q76FK4,linked,recognized,,,,,,,,
ENSG00000099797,TECR,9524,Q9NZ01,mRNA interactome,3.207702,0.0030962683,,,unknown,recognized,ENSG00000099797,no evidence,no evidence,mRNA interactome,TECR,9524,Q9NZ01,unknown,recognized,,yes,1.3.1.93,oxidoreductase,,,,
ENSG00000119777,TMEM214,54867,Q6NUQ4,mRNA interactome,3.2064503333,0.0049277265,,,unknown,unknown,ENSG00000119777,no evidence,no evidence,mRNA interactome,TMEM214,54867,Q6NUQ4,unknown,unknown,yes,,,,,,,
ENSG00000184083,FAM120C,54954,Q9NX05,mRNA interactome,3.2063925,0.004317189,3.6391825,0.0042028891,unknown,unknown,ENSG00000184083,mRNA interactome,mRNA interactome,mRNA interactome,FAM120C,54954,Q9NX05,unknown,unknown,yes,,,,,,,
ENSG00000109971,HSPA8,3312,P11142,mRNA interactome,3.2054536667,0.0007263057,1.9227967333,0.0144937472,linked,recognized,ENSG00000109971,mRNA interactome,mRNA interactome,mRNA interactome,HSPA8,3312,P11142,linked,recognized,,,,,core,40,P11142,H.sapiens
ENSG00000185651,UBE2L3,7332,P68036,mRNA interactome,3.1972946667,0.0015856198,0.46855782,0.5049015625,unknown,unknown,ENSG00000185651,mRNA interactome,no evidence,mRNA interactome,UBE2L3,7332,P68036,unknown,unknown,yes,yes,6.3.2.19,ligase,,,,
ENSG00000165280,VCP,7415,P55072,mRNA interactome,3.1948076667,0.000851896,2.2325348667,0.0182633535,unknown,unknown,ENSG00000165280,no evidence,mRNA interactome,mRNA interactome,VCP,7415,P55072,unknown,unknown,yes,yes,3.6.4.7.,hydrolase,core,20,P55072,H.sapiens
ENSG00000086504,MRPL28,10573,Q13084,candidate RNA binder,3.194049,0.0100691034,,,linked,unknown,ENSG00000086504,mRNA interactome,no evidence,candidate RNA binder,MRPL28,10573,Q13084,linked,unknown,,,,,,,,
ENSG00000172366,FAM195A,84331,Q9BUT9,mRNA interactome,3.1744115,0.0027686575,,,unknown,unknown,ENSG00000172366,no evidence,no evidence,mRNA interactome,FAM195A,84331,Q9BUT9,unknown,unknown,yes,,,,,,,
ENSG00000215251,FASTKD5,60493,Q7L8L6,mRNA interactome,3.1687523333,0.0007115743,3.3301595,0.0043653671,unknown,recognized,ENSG00000215251,no evidence,mRNA interactome,mRNA interactome,FASTKD5,60493,Q7L8L6,unknown,recognized,,,,,,,,
ENSG00000188739,RBM34,23029,P42696,mRNA interactome,3.166315,0.0050175316,4.110425,0.00094063,linked,recognized,ENSG00000188739,mRNA interactome,mRNA interactome,mRNA interactome,RBM34,23029,P42696,linked,recognized,,,,,core,1294,P42696,H.sapiens
ENSG00000164164,OTUD4,54726,Q01804,mRNA interactome,3.1659173333,0.0026094729,3.372485,0.0048763342,unknown,unknown,ENSG00000164164,no evidence,mRNA interactome,mRNA interactome,OTUD4,54726,Q01804,unknown,unknown,yes,,,,,,,
ENSG00000099821,POLRMT,5442,O00411,mRNA interactome,3.1478476667,0.000532059,2.8249276667,0.0019872018,linked,recognized,ENSG00000099821,mRNA interactome,mRNA interactome,mRNA interactome,POLRMT,5442,O00411,linked,recognized,,,,,,,,
ENSG00000048544,MRPS10,55173,P82664,mRNA interactome,3.1438975,0.0028243152,,,linked,unknown,ENSG00000048544,no evidence,no evidence,mRNA interactome,MRPS10,55173,P82664,linked,unknown,,,,,,,,
ENSG00000187109,NAP1L1,4673,P55209,mRNA interactome,3.143795,0.0036917904,2.6601975,0.0092208233,unknown,unknown,ENSG00000187109,no evidence,mRNA interactome,mRNA interactome,NAP1L1,4673,P55209,unknown,unknown,yes,,,,,,,
ENSG00000080802,CNOT4,4850,O95628,mRNA interactome,3.126345,0.0026546425,,,linked,recognized,ENSG00000080802,no evidence,mRNA interactome,mRNA interactome,CNOT4,4850,O95628,linked,recognized,,,,,core,834,O95628,H.sapiens
ENSG00000187742,SECISBP2,79048,Q96T21,mRNA interactome,3.1217526667,0.0018882232,,,linked,unknown,ENSG00000187742,mRNA interactome,no evidence,mRNA interactome,SECISBP2,79048,Q96T21,linked,unknown,,,,,,,,
ENSG00000108592,FTSJ3,117246,Q8IY81,mRNA interactome,3.120667,0.0024799183,2.5845287,0.0111961676,linked,recognized,ENSG00000108592,mRNA interactome,mRNA interactome,mRNA interactome,FTSJ3,117246,Q8IY81,linked,recognized,,,,,,,,
ENSG00000135900,MRPL44,65080,Q9H9J2,mRNA interactome,3.1201783333,0.0033950669,2.156514,0.0185310726,linked,recognized,ENSG00000135900,no evidence,mRNA interactome,mRNA interactome,MRPL44,65080,Q9H9J2,linked,recognized,,,,,,,,
ENSG00000025796,SEC63,11231,Q9UGP8,mRNA interactome,3.1196733333,0.0019686285,,,linked,unknown,ENSG00000025796,mRNA interactome,no evidence,mRNA interactome,SEC63,11231,Q9UGP8,linked,unknown,,,,,,,,
ENSG00000168872,DDX19A,55308,Q9NUU7,mRNA interactome,3.1138226667,0.0005530274,3.2457285,0.0064887284,linked,recognized,ENSG00000168872,no evidence,no evidence,mRNA interactome,DDX19A,55308,Q9NUU7,linked,recognized,,,,,core,315,Q9NUU7,H.sapiens
ENSG00000115128,SF3B14,51639,Q9Y3B4,mRNA interactome,3.111788,0.0040329081,,,linked,recognized,ENSG00000115128,mRNA interactome,mRNA interactome,mRNA interactome,SF3B14,51639,Q9Y3B4,linked,recognized,,,,,,,,
ENSG00000196497,IPO4,79711,Q8TEX9,mRNA interactome,3.1102725,0.0031216764,,,unknown,unknown,ENSG00000196497,no evidence,no evidence,mRNA interactome,IPO4,79711,Q8TEX9,unknown,unknown,yes,,,,core,715,Q8TEX9,H.sapiens
ENSG00000134001,EIF2S1,1965,P05198,mRNA interactome,3.1101755,0.0035148234,3.9081143333,0.0006924665,linked,recognized,ENSG00000134001,mRNA interactome,mRNA interactome,mRNA interactome,EIF2S1,1965,P05198,linked,recognized,,,,,core,521,P05198,H.sapiens
ENSG00000196235,SUPT5H,6829,O00267,mRNA interactome,3.1075536667,0.0013095058,2.806205,0.0033099876,linked,recognized,ENSG00000196235,mRNA interactome,mRNA interactome,mRNA interactome,SUPT5H,6829,O00267,linked,recognized,,,,,core,530,O00267,H.sapiens
ENSG00000096384,HSP90AB1,3326,P08238,mRNA interactome,3.101981,0.0005911705,2.3506726667,0.0062350292,linked,unknown,ENSG00000096384,mRNA interactome,mRNA interactome,mRNA interactome,HSP90AB1,3326,P08238,linked,unknown,,,,,core,48,P08238,H.sapiens
ENSG00000148773,MKI67,4288,P46013,mRNA interactome,3.0843566667,0.0009862586,1.36609505,0.1270604688,unknown,unknown,ENSG00000148773,mRNA interactome,no evidence,mRNA interactome,MKI67,4288,P46013,unknown,unknown,yes,,,,,,,
ENSG00000142207,URB1,9875,O60287,mRNA interactome,3.0824566667,0.0027910839,2.7417263333,0.0078936639,unknown,unknown,ENSG00000142207,mRNA interactome,mRNA interactome,mRNA interactome,URB1,9875,O60287,unknown,unknown,yes,,,,,,,
ENSG00000031698,SARS,6301,P49591,mRNA interactome,3.062808,0.0030597411,,,linked,recognized,ENSG00000031698,no evidence,no evidence,mRNA interactome,SARS,6301,P49591,linked,recognized,,,,,core,346,P49591,H.sapiens
ENSG00000124201,ZNFX1,57169,Q9P2E3,mRNA interactome,3.05757,0.0032029634,3.6947415,0.0031160556,unknown,unknown,ENSG00000124201,mRNA interactome,mRNA interactome,mRNA interactome,ZNFX1,57169,Q9P2E3,unknown,unknown,yes,,,,,,,
ENSG00000083544,TDRD3,81550,Q9H7E2,mRNA interactome,3.055684,0.0078876958,,,linked,recognized,ENSG00000083544,mRNA interactome,mRNA interactome,mRNA interactome,TDRD3,81550,Q9H7E2,linked,recognized,,,,,,,,
ENSG00000038358,EDC4,23644,Q6P2E9,mRNA interactome,3.053263,0.004552346,,,linked,unknown,ENSG00000038358,no evidence,no evidence,mRNA interactome,EDC4,23644,Q6P2E9,linked,unknown,,,,,,,,
ENSG00000213782,DDX47,51202,Q9H0S4,mRNA interactome,3.0496453333,0.0010469947,2.502342,0.0091099874,linked,recognized,ENSG00000213782,mRNA interactome,mRNA interactome,mRNA interactome,DDX47,51202,Q9H0S4,linked,recognized,,,,,core,294,Q9H0S4,H.sapiens
ENSG00000105372,RPS19,6223,P39019,mRNA interactome,3.0440746667,0.0033283746,2.6238536667,0.0071091727,linked,unknown,ENSG00000105372,no evidence,mRNA interactome,mRNA interactome,RPS19,6223,P39019,linked,unknown,,,,,,,,
ENSG00000198231,DDX42,11325,Q86XP3,mRNA interactome,3.0408615,0.008929366,2.8237655,0.0099841564,linked,recognized,ENSG00000198231,no evidence,mRNA interactome,mRNA interactome,DDX42,11325,Q86XP3,linked,recognized,,,,,,,,
ENSG00000117419,ERI3,79033,O43414,mRNA interactome,3.0390265,0.003334756,,,linked,recognized,ENSG00000117419,mRNA interactome,mRNA interactome,mRNA interactome,ERI3,79033,O43414,linked,recognized,,,,,,,,
ENSG00000117593,DARS2,55157,Q6PI48,mRNA interactome,3.035091,0.004368482,,,linked,recognized,ENSG00000117593,no evidence,no evidence,mRNA interactome,DARS2,55157,Q6PI48,linked,recognized,,,,,,,,
ENSG00000067533,RRP15,51018,Q9Y3B9,mRNA interactome,3.0319953333,0.0018344116,4.1415196667,0.001058764,unknown,unknown,ENSG00000067533,no evidence,no evidence,mRNA interactome,RRP15,51018,Q9Y3B9,unknown,unknown,yes,,,,,,,
ENSG00000137076,TLN1,7094,Q9Y490,mRNA interactome,3.0319836667,0.0008513374,2.542717,0.0109437893,linked,unknown,ENSG00000137076,no evidence,no evidence,mRNA interactome,TLN1,7094,Q9Y490,linked,unknown,,,,,,,,
ENSG00000085760,MTIF2,4528,P46199,mRNA interactome,3.030971,0.0036769029,,,linked,recognized,ENSG00000085760,mRNA interactome,no evidence,mRNA interactome,MTIF2,4528,P46199,linked,recognized,,,,,,,,
ENSG00000135778,NTPCR,84284,Q9BSD7,mRNA interactome,3.030032,0.006976029,,,unknown,recognized,ENSG00000135778,no evidence,mRNA interactome,mRNA interactome,NTPCR,84284,Q9BSD7,unknown,recognized,,yes,3.6.1.15,hydrolase,,,,
ENSG00000096063,SRPK1,6732,Q96SB4,mRNA interactome,3.0259533333,0.0021574801,3.7175705,0.0039438436,linked,unknown,ENSG00000096063,no evidence,mRNA interactome,mRNA interactome,SRPK1,6732,Q96SB4,linked,unknown,,yes,2.7.11.1.,transferase,,,,
ENSG00000065526,SPEN,23013,Q96T58,mRNA interactome,3.0259526667,0.000926426,2.1272616667,0.0052641374,linked,recognized,ENSG00000065526,mRNA interactome,mRNA interactome,mRNA interactome,SPEN,23013,Q96T58,linked,recognized,,,,,,,,
ENSG00000160214,RRP1,8568,P56182,mRNA interactome,3.016043,0.0011288565,3.7126203333,0.0009195575,linked,recognized,ENSG00000160214,mRNA interactome,mRNA interactome,mRNA interactome,RRP1,8568,P56182,linked,recognized,,,,,,,,
ENSG00000155438,NIFK,84365,Q9BYG3,mRNA interactome,3.0136446667,0.0013983299,4.132513,0.0005787663,linked,recognized,ENSG00000155438,mRNA interactome,mRNA interactome,mRNA interactome,NIFK,84365,Q9BYG3,linked,recognized,,,,,,,,
ENSG00000047188,YTHDC2,64848,Q9H6S0,mRNA interactome,3.003406,0.0029882778,3.616169,0.0037084437,unknown,recognized,ENSG00000047188,mRNA interactome,mRNA interactome,mRNA interactome,YTHDC2,64848,Q9H6S0,unknown,recognized,,,,,,,,
ENSG00000173599,PC,5091,P11498,mRNA interactome,2.9992595,0.0031022693,,,unknown,unknown,ENSG00000173599,no evidence,no evidence,mRNA interactome,PC,5091,P11498,unknown,unknown,yes,yes,6.4.1.1,ligase,,,,
ENSG00000169710,FASN,2194,P49327,mRNA interactome,2.9847733333,0.0012056201,2.7647955,0.0148730624,unknown,unknown,ENSG00000169710,mRNA interactome,mRNA interactome,mRNA interactome,FASN,2194,P49327,unknown,unknown,yes,yes,2.3.1.,transferase,,,,
ENSG00000145216,FIP1L1,81608,Q6UN15,mRNA interactome,2.971979,0.0034397812,4.103112,0.0032161866,linked,recognized,ENSG00000145216,mRNA interactome,mRNA interactome,mRNA interactome,FIP1L1,81608,Q6UN15,linked,recognized,,,,,,,,
ENSG00000166598,HSP90B1,7184,P14625,mRNA interactome,2.967363,0.000926426,2.4736536667,0.0032107675,linked,unknown,ENSG00000166598,no evidence,no evidence,mRNA interactome,HSP90B1,7184,P14625,linked,unknown,,,,,,,,
ENSG00000117450,PRDX1,5052,Q06830,mRNA interactome,2.9668213333,0.0011288565,0.8711026,0.1755681284,unknown,unknown,ENSG00000117450,mRNA interactome,mRNA interactome,mRNA interactome,PRDX1,5052,Q06830,unknown,unknown,yes,yes,1.11.1.15,oxidoreductase,core,695,Q06830,H.sapiens
ENSG00000108424,KPNB1,3837,Q14974,mRNA interactome,2.9638185,0.0038639775,2.415117,0.0216239147,linked,unknown,ENSG00000108424,no evidence,mRNA interactome,mRNA interactome,KPNB1,3837,Q14974,linked,unknown,,,,,,,,
ENSG00000174547,MRPL11,65003,Q9Y3B7,mRNA interactome,2.9578695,0.0085023219,3.0360936667,0.0058463865,linked,recognized,ENSG00000174547,mRNA interactome,mRNA interactome,mRNA interactome,MRPL11,65003,Q9Y3B7,linked,recognized,,,,,,,,
ENSG00000108829,LRRC59,55379,Q96AG4,mRNA interactome,2.9482493333,0.0015393836,1.5403528,0.0401036742,unknown,unknown,ENSG00000108829,mRNA interactome,no evidence,mRNA interactome,LRRC59,55379,Q96AG4,unknown,unknown,yes,,,,,,,
ENSG00000165672,PRDX3,10935,P30048,mRNA interactome,2.944703,0.0033271019,,,linked,unknown,ENSG00000165672,no evidence,no evidence,mRNA interactome,PRDX3,10935,P30048,linked,unknown,,yes,1.11.1.15,oxidoreductase,,,,
ENSG00000149657,LSM14B,149986,Q9BX40,mRNA interactome,2.9430406667,0.0034391983,3.698014,0.0014259612,linked,unknown,ENSG00000149657,no evidence,mRNA interactome,mRNA interactome,LSM14B,149986,Q9BX40,linked,unknown,,,,,core,1531,Q9BX40,H.sapiens
ENSG00000077312,SNRPA,6626,P09012,mRNA interactome,2.9367856667,0.0025105748,3.0974033333,0.0022194319,linked,recognized,ENSG00000077312,no evidence,mRNA interactome,mRNA interactome,SNRPA,6626,P09012,linked,recognized,,,,,,,,
ENSG00000141456,PELP1,27043,Q8IZL8,mRNA interactome,2.9350825,0.0036441176,,,unknown,recognized,ENSG00000141456,mRNA interactome,no evidence,mRNA interactome,PELP1,27043,Q8IZL8,unknown,recognized,,,,,,,,
ENSG00000254535,PABPC4L,132430,P0CB38,mRNA interactome,2.9346085,0.0036261953,,,linked,recognized,ENSG00000254535,no evidence,mRNA interactome,mRNA interactome,PABPC4L,132430,P0CB38,linked,recognized,,,,,,,,
ENSG00000125107,CNOT1,23019,A5YKK6,mRNA interactome,2.9278296667,0.0006905674,3.787628,0.0051706618,linked,unknown,ENSG00000125107,mRNA interactome,mRNA interactome,mRNA interactome,CNOT1,23019,A5YKK6,linked,unknown,,,,,,,,
ENSG00000089157,RPLP0,6175,P05388,mRNA interactome,2.9116565,0.0032454633,2.2993195,0.0164944189,linked,unknown,ENSG00000089157,mRNA interactome,mRNA interactome,mRNA interactome,RPLP0,6175,P05388,linked,unknown,,,,,core,455,P05388,H.sapiens
ENSG00000089154,GCN1L1,10985,Q92616,mRNA interactome,2.9070773333,0.0037215753,,,linked,unknown,ENSG00000089154,no evidence,mRNA interactome,mRNA interactome,GCN1L1,10985,Q92616,linked,unknown,,,,,core,31,Q92616,H.sapiens
ENSG00000139218,SCAF11,9169,Q99590,mRNA interactome,2.9022265,0.009406032,3.1942665,0.0063624386,linked,unknown,ENSG00000139218,mRNA interactome,mRNA interactome,mRNA interactome,SCAF11,9169,Q99590,linked,unknown,,,,,,,,
ENSG00000158710,TAGLN2,8407,P37802,mRNA interactome,2.8945,0.0008086729,0.479053025,0.4907386763,unknown,unknown,ENSG00000158710,no evidence,no evidence,mRNA interactome,TAGLN2,8407,P37802,unknown,unknown,yes,,,,,,,
ENSG00000089009,RPL6,6128,Q02878,mRNA interactome,2.8944551,0.0064425901,3.3336073333,0.0041591321,linked,unknown,ENSG00000089009,mRNA interactome,no evidence,mRNA interactome,RPL6,6128,Q02878,linked,unknown,,,,,core,1254,Q02878,H.sapiens
ENSG00000181222,POLR2A,5430,P24928,mRNA interactome,2.8886525,0.0060801145,3.5518415,0.0040754252,linked,recognized,ENSG00000181222,mRNA interactome,mRNA interactome,mRNA interactome,POLR2A,5430,P24928,linked,recognized,,,,,core,6,P24928,H.sapiens
ENSG00000116120,FARSB,10056,Q9NSD9,mRNA interactome,2.886632,0.0037510186,,,linked,recognized,ENSG00000116120,no evidence,no evidence,mRNA interactome,FARSB,10056,Q9NSD9,linked,recognized,,,,,,,,
ENSG00000188976,NOC2L,26155,Q9Y3T9,mRNA interactome,2.886006,0.0120526551,4.078717,0.0027094103,linked,unknown,ENSG00000188976,mRNA interactome,mRNA interactome,mRNA interactome,NOC2L,26155,Q9Y3T9,linked,unknown,,,,,core,555,Q9Y3T9,H.sapiens
ENSG00000137776,SLTM,79811,Q9NWH9,mRNA interactome,2.8836476667,0.0006325177,3.6073736667,0.00150112,linked,recognized,ENSG00000137776,mRNA interactome,mRNA interactome,mRNA interactome,SLTM,79811,Q9NWH9,linked,recognized,,,,,,,,
ENSG00000170473,WIBG,84305,Q9BRP8,mRNA interactome,2.8787176667,0.0040329081,2.547164,0.0049309149,linked,unknown,ENSG00000170473,no evidence,mRNA interactome,mRNA interactome,WIBG,84305,Q9BRP8,linked,unknown,,,,,,,,
ENSG00000162231,NXF1,10482,Q9UBU9,mRNA interactome,2.875617,0.0089110397,3.3622525,0.0068586156,linked,recognized,ENSG00000162231,mRNA interactome,mRNA interactome,mRNA interactome,NXF1,10482,Q9UBU9,linked,recognized,,,,,core,1687,Q9UBU9,H.sapiens
ENSG00000127831,VIL1,7429,P09327,mRNA interactome,2.871973,0.0043551138,2.6929045,0.0253105254,unknown,unknown,ENSG00000127831,no evidence,no evidence,mRNA interactome,VIL1,7429,P09327,unknown,unknown,yes,,,,,,,
ENSG00000011243,AKAP8L,26993,Q9ULX6,mRNA interactome,2.855154,0.0051147068,4.446644,0.0017726738,linked,unknown,ENSG00000011243,mRNA interactome,mRNA interactome,mRNA interactome,AKAP8L,26993,Q9ULX6,linked,unknown,,,,,,,,
ENSG00000120705,ETF1,2107,P62495,mRNA interactome,2.8496565,0.006415874,,,linked,recognized,ENSG00000120705,mRNA interactome,no evidence,mRNA interactome,ETF1,2107,P62495,linked,recognized,,,,,core,148,P62495,H.sapiens
ENSG00000115414,FN1,2335,P02751,mRNA interactome,2.8474173333,0.0011864163,0.712899705,0.3372230883,unknown,unknown,ENSG00000115414,no evidence,no evidence,mRNA interactome,FN1,2335,P02751,unknown,unknown,yes,,,,,,,
ENSG00000100258,LMF2,91289,Q9BU23,mRNA interactome,2.8251385,0.0036769029,,,unknown,unknown,ENSG00000100258,no evidence,no evidence,mRNA interactome,LMF2,91289,Q9BU23,unknown,unknown,yes,,,,,,,
ENSG00000116161,CACYBP,27101,Q9HB71,mRNA interactome,2.822726,0.0073244531,2.056209,0.0240114581,unknown,unknown,ENSG00000116161,no evidence,no evidence,mRNA interactome,CACYBP,27101,Q9HB71,unknown,unknown,yes,,,,,,,
ENSG00000169251,NMD3,51068,Q96D46,mRNA interactome,2.8220535,0.0041858965,,,unknown,recognized,ENSG00000169251,mRNA interactome,no evidence,mRNA interactome,NMD3,51068,Q96D46,unknown,recognized,,,,,core,288,Q96D46,H.sapiens
ENSG00000140497,SCAMP2,10066,O15127,mRNA interactome,2.811498,0.0062346495,,,unknown,unknown,ENSG00000140497,no evidence,no evidence,mRNA interactome,SCAMP2,10066,O15127,unknown,unknown,yes,,,,,,,
ENSG00000100410,PHF5A,84844,Q7RTV0,mRNA interactome,2.8044825,0.0044591112,4.294936,0.0027784859,linked,unknown,ENSG00000100410,mRNA interactome,mRNA interactome,mRNA interactome,PHF5A,84844,Q7RTV0,linked,unknown,,,,,,,,
ENSG00000075975,MKRN2,23609,Q9H000,mRNA interactome,2.802867,0.0052099115,,,unknown,unknown,ENSG00000075975,no evidence,mRNA interactome,mRNA interactome,MKRN2,23609,Q9H000,unknown,unknown,yes,,,,,,,
ENSG00000175931,UBE2O,63893,Q9C0C9,mRNA interactome,2.802123,0.0035927096,,,unknown,unknown,ENSG00000175931,no evidence,mRNA interactome,mRNA interactome,UBE2O,63893,Q9C0C9,unknown,unknown,yes,yes,"6.3.2.19,",ligase,,,,
ENSG00000215472,RPL17-C18orf32,6139,P18621,mRNA interactome,2.796978,0.0066982514,4.277926,0.0026689959,linked,unknown,ENSG00000215472,mRNA interactome,no evidence,mRNA interactome,RPL17-C18orf32,6139,P18621,linked,unknown,,,,,,,,
ENSG00000163902,RPN1,6184,P04843,mRNA interactome,2.791371,0.0032029634,,,linked,unknown,ENSG00000163902,mRNA interactome,no evidence,mRNA interactome,RPN1,6184,P04843,linked,unknown,,,,,,,,
ENSG00000079462,PAFAH1B3,5050,Q15102,mRNA interactome,2.78514,0.0097111222,,,unknown,unknown,ENSG00000079462,no evidence,no evidence,mRNA interactome,PAFAH1B3,5050,Q15102,unknown,unknown,yes,yes,3.1.1.47,hydrolase,,,,
ENSG00000126457,PRMT1,3276,Q99873,mRNA interactome,2.778856,0.0036769029,2.760839,0.0081844761,linked,recognized,ENSG00000126457,no evidence,mRNA interactome,mRNA interactome,PRMT1,3276,Q99873,linked,recognized,,yes,2.1.1.126,transferase,,,,
ENSG00000067596,DHX8,1659,Q14562,mRNA interactome,2.775159,0.003832964,4.0720045,0.0024397942,linked,recognized,ENSG00000067596,mRNA interactome,mRNA interactome,mRNA interactome,DHX8,1659,Q14562,linked,recognized,,,,,core,42,Q14562,H.sapiens
ENSG00000102531,FNDC3A,22862,Q9Y2H6,candidate RNA binder,2.771885,0.0152967517,,,unknown,unknown,ENSG00000102531,mRNA interactome,no evidence,candidate RNA binder,FNDC3A,22862,Q9Y2H6,unknown,unknown,yes,,,,,,,
ENSG00000081051,AFP,174,P02771,mRNA interactome,2.7663556667,0.0015624689,,,unknown,unknown,ENSG00000081051,no evidence,no evidence,mRNA interactome,AFP,174,P02771,unknown,unknown,yes,,,,,,,
ENSG00000185624,P4HB,5034,P07237,mRNA interactome,2.7635843333,0.0015856198,0.7657249,0.269300123,unknown,unknown,ENSG00000185624,mRNA interactome,mRNA interactome,mRNA interactome,P4HB,5034,P07237,unknown,unknown,yes,yes,5.3.4.1,isomerase,,,,
ENSG00000163811,WDR43,23160,Q15061,mRNA interactome,2.753649,0.0041834556,1.04379055,0.3335078998,unknown,unknown,ENSG00000163811,mRNA interactome,no evidence,mRNA interactome,WDR43,23160,Q15061,unknown,unknown,yes,,,,,,,
ENSG00000115306,SPTBN1,6711,Q01082,mRNA interactome,2.753494,0.0016538923,2.57786,0.0102131983,unknown,unknown,ENSG00000115306,no evidence,mRNA interactome,mRNA interactome,SPTBN1,6711,Q01082,unknown,unknown,yes,,,,,,,
ENSG00000123352,SPATS2,65244,Q86XZ4,mRNA interactome,2.7480536667,0.0014860891,,,unknown,unknown,ENSG00000123352,mRNA interactome,no evidence,mRNA interactome,SPATS2,65244,Q86XZ4,unknown,unknown,yes,,,,,,,
ENSG00000121060,TRIM25,7706,Q14258,candidate RNA binder,2.7282909667,0.0120627926,,,unknown,unknown,ENSG00000121060,mRNA interactome,no evidence,candidate RNA binder,TRIM25,7706,Q14258,unknown,unknown,yes,yes,6.3.2.19,ligase,,,,
ENSG00000144580,RQCD1,9125,Q92600,mRNA interactome,2.7244896667,0.0013983299,,,linked,unknown,ENSG00000144580,no evidence,no evidence,mRNA interactome,RQCD1,9125,Q92600,linked,unknown,,,,,,,,
ENSG00000240682,ISY1,57461,Q9ULR0,mRNA interactome,2.7164395,0.0050539103,,,linked,unknown,ENSG00000240682,mRNA interactome,no evidence,mRNA interactome,ISY1,57461,Q9ULR0,linked,unknown,,,,,,,,
ENSG00000154719,MRPL39,54148,Q9NYK5,mRNA interactome,2.712137,0.0048432711,,,linked,recognized,ENSG00000154719,mRNA interactome,no evidence,mRNA interactome,MRPL39,54148,Q9NYK5,linked,recognized,,,,,,,,
ENSG00000100823,APEX1,328,P27695,mRNA interactome,2.693191,0.0041673419,5.1929865,0.0063738616,linked,unknown,ENSG00000100823,no evidence,mRNA interactome,mRNA interactome,APEX1,328,P27695,linked,unknown,,,,,,,,
ENSG00000167978,SRRM2,23524,Q9UQ35,mRNA interactome,2.690492,0.0025220932,2.9731836667,0.0021081056,linked,recognized,ENSG00000167978,mRNA interactome,mRNA interactome,mRNA interactome,SRRM2,23524,Q9UQ35,linked,recognized,,,,,,,,
ENSG00000162851,TFB2M,64216,Q9H5Q4,mRNA interactome,2.690386,0.0026120018,3.272921,0.0019924001,linked,recognized,ENSG00000162851,no evidence,mRNA interactome,mRNA interactome,TFB2M,64216,Q9H5Q4,linked,recognized,,,,,,,,
ENSG00000085872,CHERP,10523,Q8IWX8,mRNA interactome,2.6881196667,0.0013919501,2.0704051667,0.0867100223,linked,recognized,ENSG00000085872,mRNA interactome,mRNA interactome,mRNA interactome,CHERP,10523,Q8IWX8,linked,recognized,,,,,,,,
ENSG00000147155,EBP,10682,Q15125,mRNA interactome,2.6533053333,0.001621161,2.5470366667,0.0066717661,unknown,recognized,ENSG00000147155,no evidence,no evidence,mRNA interactome,EBP,10682,Q15125,unknown,recognized,,yes,5.3.3.5,isomerase,,,,
