Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P65836	RLUD_SALTY	reviewed	Ribosomal large subunit pseudouridine synthase D (EC 5.4.99.23) (23S rRNA pseudouridine(1911/1915/1917) synthase) (rRNA pseudouridylate synthase D) (rRNA-uridine isomerase D)	rluD sfhB STM2662	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	326
Q8ZKL1	RLUF_SALTY	reviewed	23S rRNA pseudouridine(2604) synthase (EC 5.4.99.21) (Ribosomal large subunit pseudouridine synthase F) (rRNA pseudouridylate synthase F) (rRNA-uridine isomerase F)	rluF STM4193	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	289
P66686	RNPA_SALTY	reviewed	Ribonuclease P protein component (RNase P protein) (RNaseP protein) (EC 3.1.26.5) (Protein C5)	rnpA STM3840	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	119
Q8ZLX5	RLMG_SALTY	reviewed	Ribosomal RNA large subunit methyltransferase G (EC 2.1.1.174) (23S rRNA m2G1835 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase RlmG)	rlmG STM3220	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	378
P0A2C1	RNH2_SALTY	reviewed	Ribonuclease HII (RNase HII) (EC 3.1.26.4)	rnhB STM0230	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	198
P0A2F0	RPOE_SALTY	reviewed	ECF RNA polymerase sigma-E factor (RNA polymerase sigma-E factor) (Sigma-24)	rpoE sigE STM2640	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	191
P17424	RIR4_SALTY	reviewed	Ribonucleoside-diphosphate reductase 2 subunit beta (EC 1.17.4.1) (R2F protein) (Ribonucleotide reductase 2)	nrdF STM2808	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	319
P0A7L6	RL20_SALTY	reviewed	50S ribosomal protein L20	rplT STM1336	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	118
Q56056	RNC_SALTY	reviewed	Ribonuclease 3 (EC 3.1.26.3) (Ribonuclease III) (RNase III)	rnc STM2581	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	226
P0A2C3	RNPH_SALTY	reviewed	Ribonuclease PH (RNase PH) (EC 2.7.7.56) (tRNA nucleotidyltransferase)	rph STM3734	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	238
P66692	RPIA_SALTY	reviewed	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	rpiA STM3063	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	219
P0A7N6	RL32_SALTY	reviewed	50S ribosomal protein L32	rpmF STM1191	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	57
P60726	RL4_SALTY	reviewed	50S ribosomal protein L4	rplD STM3439	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	201
P66541	RS2_SALTY	reviewed	30S ribosomal protein S2	rpsB STM0216	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	241
Q8ZN52	RLMN_SALTY	reviewed	Dual-specificity RNA methyltransferase RlmN (EC 2.1.1.192) (23S rRNA (adenine(2503)-C(2))-methyltransferase) (23S rRNA m2A2503 methyltransferase) (Ribosomal RNA large subunit methyltransferase N) (tRNA (adenine(37)-C(2))-methyltransferase) (tRNA m2A37 methyltransferase)	rlmN STM2525	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	388
Q8ZQ16	RLUC_SALTY	reviewed	Ribosomal large subunit pseudouridine synthase C (EC 5.4.99.24) (23S rRNA pseudouridine(955/2504/2580) synthase) (rRNA pseudouridylate synthase C) (rRNA-uridine isomerase C)	rluC STM1187	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	319
Q8ZPZ1	RLUE_SALTY	reviewed	Ribosomal large subunit pseudouridine synthase E (EC 5.4.99.20) (rRNA pseudouridylate synthase E) (rRNA-uridine isomerase E)	rluE STM1237	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	221
P26389	WCAM_SALTY	reviewed	Colanic acid biosynthesis protein WcaM	wcaM STM2099	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	467
Q8ZPI0	YNEE_SALTY	reviewed	UPF0187 protein YneE	yneE STM1527	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	304
Q8ZM79	YQFB_SALTY	reviewed	UPF0267 protein YqfB	yqfB STM3050	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	103
Q8ZM51	YQGE_SALTY	reviewed	UPF0301 protein YqgE	yqgE STM3096	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	187
Q9EYX5	ZNTB_SALTY	reviewed	Zinc transport protein ZntB	zntB STM1656	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	327
Q8ZK55	Y4428_SALTY	reviewed	Uncharacterized MFS-type transporter STM4428	STM4428	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	388
Q8ZS14	YAAI_SALTY	reviewed	UPF0412 protein YaaI	yaaI STM0011	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	134
Q8ZRC9	YAJQ_SALTY	reviewed	UPF0234 protein YajQ	yajQ STM0435	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	163
P37174	YBAK_SALTY	reviewed	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK (EC 4.2.-.-)	ybaK STM0495	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	159
Q8ZNW7	YEBF_SALTY	reviewed	Protein YebF	yebF STM1881	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	117
P0A1F4	YGHB_SALTY	reviewed	Inner membrane protein YghB	yghB STM3162	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	219
Q7CPS1	YGIB_SALTY	reviewed	UPF0441 protein YgiB	ygiB STM3187	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	223
Q8ZM03	YGIQ_SALTY	reviewed	UPF0313 protein YgiQ	ygiQ STM3168	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	723
P25852	ZRAR_SALTY	reviewed	Transcriptional regulatory protein ZraR	zraR hydG STM4174 STMF1.27	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	441
Q8ZK76	YTFE_SALTY	reviewed	Iron-sulfur cluster repair protein YtfE	ytfE STM4399	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	220
P67693	ZAPD_SALTY	reviewed	Cell division protein ZapD (Z ring-associated protein D)	zapD STM0139	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	247
Q9L9I0	ZRAP_SALTY	reviewed	Zinc resistance-associated protein	zraP STM4172 STMF1.61	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	151
P40677	YJAB_SALTY	reviewed	Uncharacterized N-acetyltransferase YjaB (EC 2.3.1.-)	yjaB STM4181	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	145
Q8ZL94	YSAB_SALTY	reviewed	Uncharacterized lipoprotein YsaB	ysaB STM3657	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	100
Q8ZQT3	ZITB_SALTY	reviewed	Zinc transporter ZitB	zitB STM0758	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	312
Q8ZNV7	ZNUC_SALTY	reviewed	Zinc import ATP-binding protein ZnuC (EC 3.6.3.-)	znuC STM1892	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	251
P0A1T0	YMDA_SALTY	reviewed	Uncharacterized protein YmdA	ymdA STM1146	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	106
Q8ZQ75	ZAPC_SALTY	reviewed	Cell division protein ZapC	zapC STM1059	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	180
P37415	YTL2_SALTY	reviewed	Recombination-promoting nuclease pSLT051 (EC 3.1.21.-)	PSLT051	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	313
P37461	ZRAS_SALTY	reviewed	Sensor protein ZraS (EC 2.7.13.3)	zraS hydH STM4173 STMF1.26	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	465
P67470	ZUPT_SALTY	reviewed	Zinc transporter ZupT	zupT STM3190	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	257
P37414	YTL1_SALTY	reviewed	Uncharacterized protein pSLT049	PSLT049	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	138
P0A2N6	ZIPA_SALTY	reviewed	Cell division protein ZipA	zipA STM2428	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	328
Q04866	WZZB_SALTY	reviewed	Chain length determinant protein (Polysaccharide antigen chain regulator)	wzzB cld rol STM2079	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	327
Q9L6R4	WECC_SALTY	reviewed	UDP-N-acetyl-D-mannosamine dehydrogenase (EC 1.1.1.336) (UDP-ManNAc 6-dehydrogenase)	wecC rffD STM3921 STMD1.69	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	420
P37457	WECG_SALTY	reviewed	UDP-N-acetyl-D-mannosaminuronic acid transferase (UDP-ManNAcA transferase) (EC 2.4.1.180)	wecG rffM STM3929 STMD1.61	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	246
Q8ZNQ9	WZA_SALTY	reviewed	Putative polysaccharide export protein wza	wza STM2118	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	379
Q9F7B1	WZC_SALTY	reviewed	Tyrosine-protein kinase wzc (EC 2.7.10.-)	wzc STM2116	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	719
O33789	WZZE_SALTY	reviewed	ECA polysaccharide chain length modulation protein	wzzE metN STM3919 STMD1.71	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	348
P0A277	XGPT_SALTY	reviewed	Xanthine phosphoribosyltransferase (EC 2.4.2.22) (Xanthine-guanine phosphoribosyltransferase) (XGPRT)	gpt STM0317	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	152
Q7CR64	YAEH_SALTY	reviewed	UPF0325 protein YaeH	yaeH STM0211	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	128
P55880	YAJL_SALTY	reviewed	Protein/nucleic acid deglycase YajL (EC 3.1.2.-) (EC 3.5.1.-) (EC 3.5.1.124) (Chaperone protein YajL) (Maillard deglycase)	yajL STM0433	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	196
P40784	YCDD_SALTY	reviewed	Tail fiber assembly protein homolog from lambdoid prophage Fels-1	ycdD STM0927	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	191
P62362	YCCT_SALTY	reviewed	UPF0319 protein YccT	yccT STM1077	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	220
Q8ZQ23	YCEA_SALTY	reviewed	UPF0176 protein YceA	yceA STM1156	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	350
P58627	YCEF_SALTY	reviewed	Maf-like protein YceF	yceF STM1189	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	194
Q8ZP11	YCGL_SALTY	reviewed	Protein YcgL	ycgL STM1813	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	110
Q8ZP48	YCIU_SALTY	reviewed	UPF0263 protein YciU	yciU STM1740	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	109
Q8ZP43	YCHJ_SALTY	reviewed	UPF0225 protein YchJ	ychJ STM1755	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	152
P69936	YDFG_SALTY	reviewed	NADP-dependent 3-hydroxy acid dehydrogenase YdfG (L-allo-threonine dehydrogenase) (EC 1.1.1.381) (Malonic semialdehyde reductase) (EC 1.1.1.298)	ydfG STM1511	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	248
Q7CQK5	YDGT_SALTY	reviewed	Transcription modulator YdgT (H-NS/StpA-binding protein 2) (OriC-binding nucleoid-associated protein)	ydgT cnu STM1461	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	71
Q8ZPW7	YEAL_SALTY	reviewed	UPF0756 membrane protein YeaL	yeaL STM1280	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	134
P40819	YEFM_SALTY	reviewed	Orphan antitoxin YefM	yefM yhhV STM3559	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	75
Q8ZND7	YFBV_SALTY	reviewed	UPF0208 membrane protein YfbV	yfbV STM2336	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	151
P40196	YFEL_SALTY	reviewed	Uncharacterized protein YfeL	yfeL STM2439	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	179
P0A2L7	YFJF_SALTY	reviewed	UPF0125 protein YfjF	yfjF STM2686	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	96
Q8ZM71	YGFB_SALTY	reviewed	UPF0149 protein YgfB	ygfB STM3059	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	192
Q8ZM80	YGFZ_SALTY	reviewed	tRNA-modifying protein YgfZ	ygfZ STM3048	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	326
Q8ZM46	YGGU_SALTY	reviewed	UPF0235 protein YggU	yggU STM3102	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	96
P67349	YHBQ_SALTY	reviewed	UPF0213 protein YhbQ	yhbQ STM3271	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	100
P58630	YHDE_SALTY	reviewed	Maf-like protein YhdE	yhdE STM3371	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	197
P67334	YAII_SALTY	reviewed	UPF0178 protein YaiI	yaiI STM0387	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	151
P40800	YGIK_SALTY	reviewed	Uncharacterized protein YgiK	ygiK STM3171	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	435
P60822	YHBP_SALTY	reviewed	UPF0306 protein YhbP	yhbP STM3270	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	147
P40824	YIBR_SALTY	reviewed	Uncharacterized protein YibR	yibR STM3720	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	77
Q7CPD8	YIFE_SALTY	reviewed	UPF0438 protein YifE	yifE STM3898 STMD1.96	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	112
P0A189	YIFK_SALTY	reviewed	Probable transport protein YifK	yifK STM3930 STMD1.58	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	461
Q8ZKY0	YIDZ_SALTY	reviewed	HTH-type transcriptional regulator YidZ	yidZ STM3848	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	319
Q8ZKT5	YIHY_SALTY	reviewed	UPF0761 membrane protein YihY	yihY STM4027	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	290
Q08021	YJGM_SALTY	reviewed	Uncharacterized N-acetyltransferase YjgM (EC 2.3.1.-)	yjgM STM4473	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	167
Q7CP77	YJHX_SALTY	reviewed	UPF0386 protein YjhX	yjhX STM4501	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	85
Q7CQJ7	YNFB_SALTY	reviewed	UPF0482 protein YnfB	ynfB STM1503	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	113
Q8ZQK4	YBJL_SALTY	reviewed	Putative transport protein YbjL	ybjL STM0870	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	561
Q7CQT7	YCAR_SALTY	reviewed	UPF0434 protein YcaR	ycaR STM0987	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	60
Q8ZP12	YCGN_SALTY	reviewed	UPF0260 protein YcgN	ycgN STM1811	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	153
P65197	YCIB_SALTY	reviewed	Probable intracellular septation protein A	yciB STM1735	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	179
P0C5Y6	YCIZ_SALTY	reviewed	UPF0509 protein YciZ	yciZ STM1703.1	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	59
Q8ZP64	YCJF_SALTY	reviewed	UPF0283 membrane protein YcjF	ycjF STM1684	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	353
Q8ZPV9	YEAD_SALTY	reviewed	Putative glucose-6-phosphate 1-epimerase (EC 5.1.3.15) (Putative D-hexose-6-phosphate mutarotase)	yeaD STM1289	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	294
Q8ZL66	YIBT_SALTY	reviewed	Uncharacterized protein YibT	yibT STM3688	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	69
Q7CPG1	YICS_SALTY	reviewed	Uncharacterized protein YicS	yicS STM3774	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	97
P57015	YIFB_SALTY	reviewed	Uncharacterized protein YifB	yifB STM3899 STMD1.95	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	506
P43020	YIIZ_SALTY	reviewed	Uncharacterized protein YiiZ	yiiZ STM4054	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	327
P60829	YJGA_SALTY	reviewed	UPF0307 protein YjgA	yjgA STM4437	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	183
P0A2M3	YOAH_SALTY	reviewed	UPF0181 protein YoaH	yoaH STM1823	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	59
Q8ZP01	YOBD_SALTY	reviewed	UPF0266 membrane protein YobD	yobD STM1833	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	156
P64501	YEBO_SALTY	reviewed	Uncharacterized protein YebO	yebO STM1839	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	95
Q8ZN39	YFHR_SALTY	reviewed	Uncharacterized protein YfhR	yfhR STM2547	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	292
Q8ZLW5	YHAM_SALTY	reviewed	UPF0597 protein YhaM	yhaM STM3238	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	436
P37771	YHFG_SALTY	reviewed	Uncharacterized protein YhfG	yhfG STM3471	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	55
O33787	YICL_SALTY	reviewed	Uncharacterized inner membrane transporter YicL	yicL STM3765	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	300
P0A2L1	YJBQ_SALTY	reviewed	UPF0047 protein YjbQ	yjbQ STM4250	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	138
Q8ZPD6	YNCE_SALTY	reviewed	Uncharacterized protein YncE	yncE STM1586	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	353
Q8ZPJ2	YNFA_SALTY	reviewed	UPF0060 membrane protein YnfA	ynfA STM1504	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	108
P60636	YOHJ_SALTY	reviewed	UPF0299 membrane protein YohJ	yohJ STM2181	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	132
Q8ZM13	YQHA_SALTY	reviewed	UPF0114 protein YqhA	yqhA STM3153	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	164
P67551	YAEP_SALTY	reviewed	UPF0253 protein YaeP	yaeP STM0238	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	66
Q8ZP19	YCGR_SALTY	reviewed	Flagellar brake protein YcgR (Cyclic di-GMP binding protein YcgR)	ycgR STM1798	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	244
P40709	YEJM_SALTY	reviewed	Inner membrane protein YejM	yejM STM2228	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	586
P65559	YFCD_SALTY	reviewed	Uncharacterized Nudix hydrolase YfcD (EC 3.6.-.-)	yfcD STM2346	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	184
P40194	YFEJ_SALTY	reviewed	Putative glutamine amidotransferase-like protein YfeJ	yfeJ STM2437	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	239
Q8ZNB8	YFCJ_SALTY	reviewed	Uncharacterized MFS-type transporter YfcJ	yfcJ STM2372	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	392
P0A2P4	YHEU_SALTY	reviewed	UPF0270 protein YheU	yheU STM3463	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	72
P40730	YJBB_SALTY	reviewed	Uncharacterized protein YjbB	yjbB STM4189	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	543
Q8ZPJ4	YNFC_SALTY	reviewed	UPF0257 lipoprotein YnfC	ynfC STM1501	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	236
Q9ZFU5	YPFK_SALTY	reviewed	Uncharacterized protein YpfK	ypfK STM2452	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	109
Q8ZLU3	YRAN_SALTY	reviewed	UPF0102 protein YraN	yraN STM3265	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	131
Q7CP67	YTJA_SALTY	reviewed	UPF0391 membrane protein YtjA	ytjA STM4562	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	53
P0A1S8	YAJD_SALTY	reviewed	Putative HNH nuclease YajD (EC 3.1.-.-)	yajD STM0411	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	115
P67179	YEBC_SALTY	reviewed	Probable transcriptional regulatory protein YebC	yebC STM1899	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	246
Q8ZNK7	YEIH_SALTY	reviewed	UPF0324 inner membrane protein YeiH	yeiH STM2202	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	349
P55886	YIGA_SALTY	reviewed	Uncharacterized protein YigA	yigA STM3948 STMD1.42	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	235
P0A1T8	YIGF_SALTY	reviewed	Uncharacterized protein YigF	yigF STM3953 STMD1.37	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	126
Q9ZFU6	YPFL_SALTY	reviewed	Uncharacterized protein YpfL (ORF79)	ypfL STM2453	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	425
P0A1U4	YJAG_SALTY	reviewed	Uncharacterized protein YjaG	yjaG STM4169 STMF1.23	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	196
P67341	YMDB_SALTY	reviewed	O-acetyl-ADP-ribose deacetylase (EC 3.5.1.-) (Regulator of RNase III activity)	ymdB STM1147	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	179
Q7CQ90	YOHO_SALTY	reviewed	UPF0387 membrane protein YohO	yohO STM2161	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	35
P74890	YSCR_SALTY	reviewed	Virulence protein YscR	yscR STM1419	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	215
P0A1V0	YTGA_SALTY	reviewed	Uncharacterized protein YtgA	ytgA STM4472	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	162
Q8ZKP1	ZAPB_SALTY	reviewed	Cell division protein ZapB	zapB STM4088	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	79
Q8ZL04	YIDE_SALTY	reviewed	Putative transport protein YidE	yidE STM3807	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	553
Q9L7R4	YIHO_SALTY	reviewed	Putative sulfoquinovose importer	yihO STM4017	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	473
P0A2N8	YIHI_SALTY	reviewed	Der GTPase-activating protein YihI	yihI STM4003	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	171
P0A2N4	YJEM_SALTY	reviewed	Inner membrane transporter YjeM	yjeM STM4345	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	500
Q8ZM50	YQGF_SALTY	reviewed	Putative pre-16S rRNA nuclease (EC 3.1.-.-)	yqgF STM3097	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	138
P65960	YICR_SALTY	reviewed	UPF0758 protein YicR	yicR STM3729	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	221
Q8ZKY4	YIDC_SALTY	reviewed	Membrane protein insertase YidC (Foldase YidC) (Membrane integrase YidC) (Membrane protein YidC)	yidC STM3842	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	548
P0A8C9	YIDD_SALTY	reviewed	Putative membrane protein insertion efficiency factor	yidD STM3841	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	85
P0A1T6	YIFL_SALTY	reviewed	Uncharacterized lipoprotein YifL	yifL STM3946 STMD1.100	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	67
Q9L7R5	YIHP_SALTY	reviewed	Putative 2,3-dihydroxypropane-1-sulfonate exporter	yihP STM4018	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	460
Q8ZJX4	YJJB_SALTY	reviewed	UPF0442 protein YjjB	yjjB STM4545	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	157
Q8ZNZ8	YOBH_SALTY	reviewed	Uncharacterized protein YobH	yobH STM1841	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	79
Q8ZPW6	YOAI_SALTY	reviewed	Uncharacterized protein YoaI	yoaI STM1281	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	35
P63423	YPEA_SALTY	reviewed	Acetyltransferase YpeA (EC 2.3.1.-)	ypeA STM2449	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	141
Q7CQ24	YPFN_SALTY	reviewed	UPF0370 protein YpfN	ypfN STM2484	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	66
Q93GP6	YUBL_SALTY	reviewed	UPF0401 protein YubL	yubL PSLT067	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	80
Q7CPU9	ZAPA_SALTY	reviewed	Cell division protein ZapA (Z ring-associated protein ZapA)	zapA STM3060	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	109
P26388	WCAL_SALTY	reviewed	Putative colanic acid biosynthesis glycosyltransferase WcaL (EC 2.4.-.-)	wcaL STM2100	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	406
Q9F7B2	WZB_SALTY	reviewed	Low molecular weight protein-tyrosine-phosphatase Wzb (EC 3.1.3.48)	wzb STM2117	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	149
Q8ZL81	Y3670_SALTY	reviewed	Uncharacterized protein STM3670	STM3670	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	310
