Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P76118	YNCH_ECOLI	reviewed	Uncharacterized protein YncH	yncH b1455 JW5235	Escherichia coli (strain K12)	70
P76119	YNCI_ECOLI	reviewed	Putative transposase YncI	yncI yncM b1459 JW1453/JW5237 b1458	Escherichia coli (strain K12)	248
P76909	YNJD_ECOLI	reviewed	Uncharacterized ABC transporter ATP-binding protein YnjD	ynjD b1756 JW5286	Escherichia coli (strain K12)	217
Q46831	YQGA_ECOLI	reviewed	Uncharacterized protein YqgA	yqgA b2966 JW2934	Escherichia coli (strain K12)	235
P67603	YQFB_ECOLI	reviewed	UPF0267 protein YqfB	yqfB b2900 JW2868	Escherichia coli (strain K12)	103
P0DPP5	YQFI_ECOLI	reviewed	Protein YqfI	yqfI b4754	Escherichia coli (strain K12)	27
Q46942	YQEI_ECOLI	reviewed	Uncharacterized protein YqeI	yqeI b2847 JW2815	Escherichia coli (strain K12)	269
Q46943	YQEJ_ECOLI	reviewed	Uncharacterized protein YqeJ	yqeJ b2848 JW5455	Escherichia coli (strain K12)	160
C1P613	YQEL_ECOLI	reviewed	Uncharacterized protein YqeL	yqeL b4683 JW5455.1	Escherichia coli (strain K12)	26
P67244	YQHA_ECOLI	reviewed	UPF0114 protein YqhA	yqhA b3002 JW2971	Escherichia coli (strain K12)	164
Q46856	YQHD_ECOLI	reviewed	Alcohol dehydrogenase YqhD (EC 1.1.1.-)	yqhD b3011 JW2978	Escherichia coli (strain K12)	387
P42914	YRAI_ECOLI	reviewed	Probable fimbrial chaperone YraI	yraI b3143 JW3112	Escherichia coli (strain K12)	231
P39314	YTFF_ECOLI	reviewed	Inner membrane protein YtfF	ytfF b4210 JW4168	Escherichia coli (strain K12)	321
P45465	YRAN_ECOLI	reviewed	UPF0102 protein YraN	yraN b3148 JW3117	Escherichia coli (strain K12)	131
P0AE48	YTFP_ECOLI	reviewed	Gamma-glutamylcyclotransferase family protein YtfP	ytfP b4222 JW4181	Escherichia coli (strain K12)	113
P0DPC4	YTIC_ECOLI	reviewed	Protein YtiC	ytiC ytiB b4720	Escherichia coli (strain K12)	33
P0ADS2	ZAPA_ECOLI	reviewed	Cell division protein ZapA (Z ring-associated protein ZapA)	zapA ygfE b2910 JW2878	Escherichia coli (strain K12)	109
P11289	YFIL_ECOLI	reviewed	Uncharacterized protein YfiL (URF2)	yfiL b2602 JW5412	Escherichia coli (strain K12)	121
P64548	YFIR_ECOLI	reviewed	Protein YfiR	yfiR b2603 JW2584	Escherichia coli (strain K12)	172
P37908	YFJD_ECOLI	reviewed	UPF0053 inner membrane protein YfjD	yfjD ypjE b4461 JW5415 b2612/b2613	Escherichia coli (strain K12)	428
P0ADU2	YGIN_ECOLI	reviewed	Probable quinol monooxygenase YgiN (QuMo) (EC 1.-.-.-)	ygiN b3029 JW2997	Escherichia coli (strain K12)	104
P0ADU5	YGIW_ECOLI	reviewed	Protein YgiW	ygiW b3024 JW2992	Escherichia coli (strain K12)	130
Q46867	YGIZ_ECOLI	reviewed	Inner membrane protein YgiZ	ygiZ b3027 JW2995	Escherichia coli (strain K12)	110
P37674	YIAM_ECOLI	reviewed	2,3-diketo-L-gulonate TRAP transporter small permease protein YiaM	yiaM b3577 JW3549	Escherichia coli (strain K12)	157
P37675	YIAN_ECOLI	reviewed	2,3-diketo-L-gulonate TRAP transporter large permease protein YiaN	yiaN b3578 JW5651	Escherichia coli (strain K12)	425
P11290	YIBD_ECOLI	reviewed	Uncharacterized glycosyltransferase YibD (EC 2.4.-.-)	yibD b3615 JW3590	Escherichia coli (strain K12)	344
P32108	YIBI_ECOLI	reviewed	Uncharacterized protein YibI	yibI b3598 JW3572	Escherichia coli (strain K12)	120
P0ADK8	YIBL_ECOLI	reviewed	Uncharacterized protein YibL	yibL b3602 JW3577	Escherichia coli (strain K12)	120
P0ADN0	VIAA_ECOLI	reviewed	Protein ViaA (VWA domain protein interacting with AAA ATPase)	viaA yieD yieM b3745 JW5610	Escherichia coli (strain K12)	483
P75970	VXIS_ECOLI	reviewed	Prophage excisionase-like protein (Excisionase-like protein from lambdoid prophage 14)	xisE vxis ymfG b1141 JW1127	Escherichia coli (strain K12)	81
P46126	YFIM_ECOLI	reviewed	Uncharacterized protein YfiM	yfiM b2586 JW2570	Escherichia coli (strain K12)	107
Q47319	YFIP_ECOLI	reviewed	DTW domain-containing protein YfiP	yfiP b2583 JW5409	Escherichia coli (strain K12)	232
P71241	WCAJ_ECOLI	reviewed	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase (UDP-Glc:Und-P Glc-1-P transferase) (EC 2.7.8.31) (Colanic acid biosynthesis UDP-glucose lipid carrier transferase) (Glucosyl-P-P-undecaprenol synthase)	wcaJ b2047 JW2032	Escherichia coli (strain K12)	464
P27836	WECG_ECOLI	reviewed	UDP-N-acetyl-D-mannosaminuronic acid transferase (UDP-ManNAcA transferase) (EC 2.4.1.180)	wecG rffM b3794 JW3770	Escherichia coli (strain K12)	246
Q46801	XDHC_ECOLI	reviewed	Putative xanthine dehydrogenase iron-sulfur-binding subunit XdhC	xdhC ygeU b2868 JW2836	Escherichia coli (strain K12)	159
P0A8I1	YQGF_ECOLI	reviewed	Putative pre-16S rRNA nuclease (EC 3.1.-.-)	yqgF ruvX b2949 JW2916	Escherichia coli (strain K12)	138
P39834	YGIL_ECOLI	reviewed	Uncharacterized fimbrial-like protein YgiL	ygiL b3043 JW3011	Escherichia coli (strain K12)	183
P42592	YGJK_ECOLI	reviewed	Glucosidase YgjK (EC 3.2.1.-)	ygjK b3080 JW3051	Escherichia coli (strain K12)	783
P71239	WCAE_ECOLI	reviewed	Putative colanic acid biosynthesis glycosyl transferase WcaE	wcaE b2055 JW2040	Escherichia coli (strain K12)	248
P0AD49	YFIA_ECOLI	reviewed	Ribosome-associated inhibitor A (Protein Y) (pY) (Ribosome associated factor Y) (Spot Y)	raiA yfiA b2597 JW2578	Escherichia coli (strain K12)	113
P0ACC9	WCAB_ECOLI	reviewed	Putative colanic acid biosynthesis acetyltransferase WcaB (EC 2.3.1.-)	wcaB b2058 JW2043	Escherichia coli (strain K12)	162
P27832	WECD_ECOLI	reviewed	dTDP-fucosamine acetyltransferase (EC 2.3.1.210) (TDP-fucosamine acetyltransferase) (dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase)	wecD rffC yifH b3790 JW5597	Escherichia coli (strain K12)	224
Q46866	YGIV_ECOLI	reviewed	Probable transcriptional regulator YgiV	ygiV b3023 JW5502	Escherichia coli (strain K12)	160
P42589	YGJH_ECOLI	reviewed	tRNA-binding protein YgjH	ygjH b3074 JW3045	Escherichia coli (strain K12)	110
P42599	YGJR_ECOLI	reviewed	Uncharacterized oxidoreductase YgjR (EC 1.-.-.-)	ygjR b3087 JW3058	Escherichia coli (strain K12)	328
P42603	YGJV_ECOLI	reviewed	Inner membrane protein YgjV	ygjV b3090 JW3061	Escherichia coli (strain K12)	183
P0AG27	YIBN_ECOLI	reviewed	Uncharacterized protein YibN	yibN b3611 JW3586	Escherichia coli (strain K12)	143
P37691	YIBQ_ECOLI	reviewed	Uncharacterized protein YibQ	yibQ b3614 JW5645	Escherichia coli (strain K12)	319
A5A625	YIBV_ECOLI	reviewed	Protein YibV	yibV b4615	Escherichia coli (strain K12)	111
P71238	WCAD_ECOLI	reviewed	Putative colanic acid polymerase	wcaD b2056 JW2041	Escherichia coli (strain K12)	405
P32057	WCAI_ECOLI	reviewed	Putative colanic acid biosynthesis glycosyl transferase WcaI	wcaI yefD b2050 JW2035	Escherichia coli (strain K12)	407
P71242	WCAK_ECOLI	reviewed	Colanic acid biosynthesis protein WcaK (EC 2.-.-.-)	wcaK b2045 JW2030	Escherichia coli (strain K12)	426
P71243	WCAL_ECOLI	reviewed	Putative colanic acid biosynthesis glycosyltransferase WcaL (EC 2.4.-.-)	wcaL yefL b2044 JW2029	Escherichia coli (strain K12)	406
P27829	WECC_ECOLI	reviewed	UDP-N-acetyl-D-mannosamine dehydrogenase (EC 1.1.1.336) (UDP-ManNAc 6-dehydrogenase)	wecC rffD b3787 JW5599	Escherichia coli (strain K12)	420
P76372	WZZB_ECOLI	reviewed	Chain length determinant protein (Polysaccharide antigen chain regulator)	wzzB cld rol wzz b2027 JW5836	Escherichia coli (strain K12)	326
P76657	YQIJ_ECOLI	reviewed	Inner membrane protein YqiJ	yqiJ b3050 JW3022	Escherichia coli (strain K12)	209
P31434	XYLS_ECOLI	reviewed	Alpha-xylosidase (EC 3.2.1.177)	yicI b3656 JW3631	Escherichia coli (strain K12)	772
P64585	YQJE_ECOLI	reviewed	Inner membrane protein YqjE	yqjE b3099 JW3070	Escherichia coli (strain K12)	134
Q9S4X3	YUBC_ECOLI	reviewed	Uncharacterized protein YubC	yubC yfdB ECOK12F051	Escherichia coli (strain K12)	101
Q9JMR5	YUBH_ECOLI	reviewed	Uncharacterized protein YubH	yubH yfgA ECOK12F056	Escherichia coli (strain K12)	174
P0C243	YUBJ_ECOLI	reviewed	Uncharacterized protein YubJ	yubJ yfhA ECOK12F058	Escherichia coli (strain K12)	140
P0A9M5	XGPT_ECOLI	reviewed	Xanthine phosphoribosyltransferase (EC 2.4.2.22) (Xanthine-guanine phosphoribosyltransferase) (XGPRT)	gpt gpp gxu b0238 JW0228	Escherichia coli (strain K12)	152
P76655	YQIG_ECOLI	reviewed	Putative outer membrane usher protein YqiG	yqiG b3046 JW5507	Escherichia coli (strain K12)	821
P77616	YQIH_ECOLI	reviewed	Uncharacterized fimbrial chaperone YqiH	yqiH b3047 JW5508	Escherichia coli (strain K12)	249
P37387	XYLF_ECOLI	reviewed	D-xylose-binding periplasmic protein	xylF xylT b3566 JW3538	Escherichia coli (strain K12)	330
Q9JMR7	YUAX_ECOLI	reviewed	Uncharacterized protein YuaX	yuaX yebA ECOK12F038	Escherichia coli (strain K12)	96
P0AAB8	USPD_ECOLI	reviewed	Universal stress protein D	uspD yiiT b3923 JW3894	Escherichia coli (strain K12)	142
P0AAU2	YBFA_ECOLI	reviewed	Uncharacterized protein YbfA	ybfA b0699 JW0688	Escherichia coli (strain K12)	68
P0AED0	USPA_ECOLI	reviewed	Universal stress protein A	uspA b3495 JW3462	Escherichia coli (strain K12)	144
P39177	USPG_ECOLI	reviewed	Universal stress protein UP12 (Universal stress protein G)	uspG ybdQ yzzU b0607 JW0600	Escherichia coli (strain K12)	142
P46121	YBFK_ECOLI	reviewed	Uncharacterized protein YbfK	ybfK b4590 JW0680.1 b0693.1	Escherichia coli (strain K12)	85
P24252	YBGA_ECOLI	reviewed	Uncharacterized protein YbgA (ORF169) (TKP)	ybgA b0707 JW0697	Escherichia coli (strain K12)	169
P21829	YBHA_ECOLI	reviewed	Pyridoxal phosphate phosphatase YbhA (PLP phosphatase) (EC 3.1.3.74)	ybhA b0766 JW0749	Escherichia coli (strain K12)	272
P46130	YBHC_ECOLI	reviewed	Putative acyl-CoA thioester hydrolase YbhC (EC 3.1.2.-)	ybhC b0772 JW0755	Escherichia coli (strain K12)	427
P0A9U1	YBHF_ECOLI	reviewed	Probable multidrug ABC transporter ATP-binding protein YbhF	ybhF b0794 JW5104	Escherichia coli (strain K12)	578
P0AAW5	YBHQ_ECOLI	reviewed	Inner membrane protein YbhQ	ybhQ b0791 JW0774	Escherichia coli (strain K12)	136
P0A698	UVRA_ECOLI	reviewed	UvrABC system protein A (UvrA protein) (Excinuclease ABC subunit A)	uvrA dinE b4058 JW4019	Escherichia coli (strain K12)	940
P60869	YBJL_ECOLI	reviewed	Putative transport protein YbjL	ybjL b0847 JW0831	Escherichia coli (strain K12)	561
P37767	YFHH_ECOLI	reviewed	Uncharacterized HTH-type transcriptional regulator YfhH	yfhH b2561 JW2545	Escherichia coli (strain K12)	282
P52102	YFHL_ECOLI	reviewed	Ferredoxin YfhL (EcFd)	yfhL b2562 JW2546	Escherichia coli (strain K12)	86
P09184	VSR_ECOLI	reviewed	Very short patch repair protein (EC 3.1.-.-) (DNA mismatch endonuclease) (V.EcoKDcm) (Vsr mismatch endonuclease)	vsr b1960 JW1943	Escherichia coli (strain K12)	156
P37749	WBBI_ECOLI	reviewed	Beta-1,6-galactofuranosyltransferase WbbI (EC 2.4.1.-) (D-Galf:alpha-D-Glc beta-1,6-galactofuranosyltransferase) (GalF transferase)	wbbI yefG b2034 JW2019	Escherichia coli (strain K12)	330
P37750	WBBJ_ECOLI	reviewed	Putative lipopolysaccharide biosynthesis O-acetyl transferase WbbJ (EC 2.3.1.-)	wbbJ yefH b2033 JW2018	Escherichia coli (strain K12)	196
P37751	WBBK_ECOLI	reviewed	Putative glycosyltransferase WbbK	wbbK yefI b2032 JW2017	Escherichia coli (strain K12)	372
Q46814	XDHD_ECOLI	reviewed	Probable hypoxanthine oxidase XdhD (EC 1.-.-.-)	xdhD ygfN b2881 JW2849	Escherichia coli (strain K12)	956
P0DPP7	YQID_ECOLI	reviewed	Protein YqiD	yqiD b4756	Escherichia coli (strain K12)	56
Q46871	YQJH_ECOLI	reviewed	NADPH-dependent ferric-chelate reductase (EC 1.16.1.9) (Ferric siderophore reductase)	yqjH b3070 JW3041	Escherichia coli (strain K12)	254
Q9JMS1	YUAT_ECOLI	reviewed	Uncharacterized protein YuaT	yuaT ydhA ECOK12F034	Escherichia coli (strain K12)	153
P08868	YUAZ_ECOLI	reviewed	Uncharacterized protein YuaZ	yuaZ yfcA ECOK12F048	Escherichia coli (strain K12)	90
P71244	WCAM_ECOLI	reviewed	Colanic acid biosynthesis protein WcaM	wcaM yefK b2043 JW2028	Escherichia coli (strain K12)	464
P27828	WECB_ECOLI	reviewed	UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14) (Bacteriophage N4 adsorption protein C) (UDP-GlcNAc-2-epimerase)	wecB nfrC rffE yifF b3786 JW5600	Escherichia coli (strain K12)	376
P37669	WECH_ECOLI	reviewed	O-acetyltransferase WecH (EC 2.3.1.-)	wecH yiaH b3561 JW3533	Escherichia coli (strain K12)	331
P0AC78	WECA_ECOLI	reviewed	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33) (UDP-GlcNAc:undecaprenyl-phosphate GlcNAc-1-phosphate transferase) (Undecaprenyl-phosphate GlcNAc-1-phosphate transferase)	wecA rfe b3784 JW3758	Escherichia coli (strain K12)	367
Q9JMR3	YUBL1_ECOLI	reviewed	UPF0401 protein YubL	yubL yfjA ECOK12F061	Escherichia coli (strain K12)	79
Q02885	YUBO_ECOLI	reviewed	Uncharacterized protein YubO	yubO ygeA ECOK12F068	Escherichia coli (strain K12)	95
P18005	YUBP_ECOLI	reviewed	UPF0380 protein YubP	yubP ygeB ECOK12F069	Escherichia coli (strain K12)	273
P77538	YFHR_ECOLI	reviewed	Uncharacterized protein YfhR	yfhR b2534 JW2518	Escherichia coli (strain K12)	284
P33634	YFIE_ECOLI	reviewed	Uncharacterized HTH-type transcriptional regulator YfiE	yfiE b2577 JW2561	Escherichia coli (strain K12)	293
Q46861	YGIQ_ECOLI	reviewed	UPF0313 protein YgiQ	ygiQ ygiR b4469 JW5501	Escherichia coli (strain K12)	739
P42591	YGJJ_ECOLI	reviewed	Uncharacterized protein YgjJ	ygjJ b3079 JW3050	Escherichia coli (strain K12)	356
P37682	YIAU_ECOLI	reviewed	Uncharacterized HTH-type transcriptional regulator YiaU	yiaU b3585 JW3557	Escherichia coli (strain K12)	324
P0ADK4	YIAW_ECOLI	reviewed	Inner membrane protein YiaW	yiaW b3587 JW3559	Escherichia coli (strain K12)	107
P64508	YOBF_ECOLI	reviewed	Protein YobF	yobF b1824 JW1813	Escherichia coli (strain K12)	47
Q2MB16	YOBH_ECOLI	reviewed	Uncharacterized protein YobH	yobH b4536 JW5298	Escherichia coli (strain K12)	79
C1P604	YOBI_ECOLI	reviewed	Uncharacterized protein YobI	yobI b4677 JW1850.1	Escherichia coli (strain K12)	21
P36667	WBBL_ECOLI	reviewed	Rhamnosyltransferase WbbL (EC 2.4.1.-)	wbbL b4571 JW2016 b2031	Escherichia coli (strain K12)	264
P27833	WECE_ECOLI	reviewed	dTDP-4-amino-4,6-dideoxygalactose transaminase (EC 2.6.1.59)	wecE rffA yifI b3791 JW3765	Escherichia coli (strain K12)	376
P77377	WZXC_ECOLI	reviewed	Lipopolysaccharide biosynthesis protein WzxC	wzxC wzx b2046 JW2031	Escherichia coli (strain K12)	492
P36680	ZAPD_ECOLI	reviewed	Cell division protein ZapD (Z ring-associated protein D)	zapD yacF b0102 JW0099	Escherichia coli (strain K12)	247
P76344	ZINT_ECOLI	reviewed	Metal-binding protein ZinT (Cadmium-induced protein ZinT)	zinT yodA b1973 JW1956	Escherichia coli (strain K12)	216
P0A9X1	ZNUC_ECOLI	reviewed	Zinc import ATP-binding protein ZnuC (EC 3.6.3.-)	znuC yebM b1858 JW1847	Escherichia coli (strain K12)	251
P71237	WCAC_ECOLI	reviewed	Putative colanic acid biosynthesis glycosyl transferase WcaC	wcaC b2057 JW2042	Escherichia coli (strain K12)	405
P0AG00	WZZE_ECOLI	reviewed	ECA polysaccharide chain length modulation protein	wzzE wzz yifC b3785 JW5601	Escherichia coli (strain K12)	348
P0AGM9	XANP_ECOLI	reviewed	Xanthine permease XanP	xanP yicE b3654 JW3629	Escherichia coli (strain K12)	463
P56256	YSAA_ECOLI	reviewed	Putative electron transport protein YsaA	ysaA b3573 JW3545	Escherichia coli (strain K12)	157
P46856	YRHA_ECOLI	reviewed	Putative uncharacterized protein YrhA	yrhA b3443 JW5864	Escherichia coli (strain K12)	138
P39310	YTFB_ECOLI	reviewed	Cell division protein YtfB	ytfB b4206 JW5745	Escherichia coli (strain K12)	212
Q9JMT9	YUAA_ECOLI	reviewed	Uncharacterized protein YuaA	yuaA yacA ECOK12F003	Escherichia coli (strain K12)	146
Q9JMT8	YUAB_ECOLI	reviewed	Uncharacterized HTH-type transcriptional regulator YuaB	yuaB ybaA ECOK12F011	Escherichia coli (strain K12)	353
Q9JMT7	YUAC_ECOLI	reviewed	Uncharacterized protein YuaC	yuaC ybbA ECOK12F012	Escherichia coli (strain K12)	137
Q9JMT1	YUAH_ECOLI	reviewed	Uncharacterized protein YuaH	yuaH ybhA ECOK12F019	Escherichia coli (strain K12)	110
P75862	ZAPC_ECOLI	reviewed	Cell division protein ZapC (FtsZ-associated protein C) (Z-ring-associated protein C)	zapC ycbW b0946 JW5125	Escherichia coli (strain K12)	180
P77658	YNAA_ECOLI	reviewed	Protein YnaA	ynaA b1368 JW1361	Escherichia coli (strain K12)	342
P65367	YQCA_ECOLI	reviewed	Uncharacterized protein YqcA	yqcA b2790 JW2761	Escherichia coli (strain K12)	149
P45468	YRAQ_ECOLI	reviewed	UPF0718 protein YraQ	yraQ b3151 JW3120	Escherichia coli (strain K12)	346
Q2M7M3	YSAB_ECOLI	reviewed	Uncharacterized lipoprotein YsaB	ysaB b4553 JW3532	Escherichia coli (strain K12)	99
P39187	YTFJ_ECOLI	reviewed	Uncharacterized protein YtfJ	ytfJ b4216 JW4175	Escherichia coli (strain K12)	184
P0ADE2	YTFK_ECOLI	reviewed	Uncharacterized protein YtfK	ytfK b4217 JW5749	Escherichia coli (strain K12)	68
P45771	YRDD_ECOLI	reviewed	Uncharacterized protein YrdD	yrdD b3283 JW5949	Escherichia coli (strain K12)	180
P45394	YRBG_ECOLI	reviewed	Inner membrane protein YrbG	yrbG b3196 JW3163	Escherichia coli (strain K12)	325
P0A9W9	YRDA_ECOLI	reviewed	Protein YrdA	yrdA b3279 JW5710	Escherichia coli (strain K12)	184
P0DPP8	YSDD_ECOLI	reviewed	Protein YsdD	ysdD b4757	Escherichia coli (strain K12)	26
P75977	YMFM_ECOLI	reviewed	Uncharacterized protein YmfM	ymfM b1148 JW1134	Escherichia coli (strain K12)	112
P75982	YMFQ_ECOLI	reviewed	Uncharacterized protein YmfQ (Uncharacterized protein YmfQ in lambdoid prophage e14 region)	ymfQ b1153 JW1139	Escherichia coli (strain K12)	194
P0DPO2	YMJE_ECOLI	reviewed	Protein YmjE	ymjE b4742	Escherichia coli (strain K12)	54
P76115	YNCD_ECOLI	reviewed	Probable TonB-dependent receptor YncD	yncD b1451 JW1446	Escherichia coli (strain K12)	700
P67553	YNFC_ECOLI	reviewed	UPF0257 lipoprotein YnfC	ynfC b1585 JW5258	Escherichia coli (strain K12)	236
P77309	YNEJ_ECOLI	reviewed	Uncharacterized HTH-type transcriptional regulator YneJ	yneJ b1526 JW1519	Escherichia coli (strain K12)	293
P45469	YRAR_ECOLI	reviewed	Putative NAD(P)-binding protein YraR	yraR b3152 JW5528	Escherichia coli (strain K12)	211
A8DYQ1	YTHA_ECOLI	reviewed	Uncharacterized protein YthA	ythA b4655 JW5769.1	Escherichia coli (strain K12)	41
P0ACN2	YTFH_ECOLI	reviewed	Uncharacterized HTH-type transcriptional regulator YtfH	ytfH b4212 JW5747	Escherichia coli (strain K12)	126
P39317	YTFI_ECOLI	reviewed	Uncharacterized protein YtfI	ytfI b4215 JW5748	Escherichia coli (strain K12)	312
P64610	YRBL_ECOLI	reviewed	Uncharacterized protein YrbL	yrbL b3207 JW3174	Escherichia coli (strain K12)	210
P39172	ZNUA_ECOLI	reviewed	High-affinity zinc uptake system protein ZnuA	znuA yebL yzzP b1857 JW5831	Escherichia coli (strain K12)	310
P0DN74	YTIA_ECOLI	reviewed	Uncharacterized protein YtiA	ytiA b4715	Escherichia coli (strain K12)	85
Q9JMT6	YUAD_ECOLI	reviewed	Uncharacterized membrane protein YuaD	yuaD ybcA ECOK12F013	Escherichia coli (strain K12)	187
Q9JMS9	YUAK_ECOLI	reviewed	Uncharacterized protein YuaK	yuaK ybiB ECOK12F022	Escherichia coli (strain K12)	94
Q9JMS4	YUAP_ECOLI	reviewed	Uncharacterized membrane protein YuaP	yuaP ycgA ECOK12F027	Escherichia coli (strain K12)	89
Q9JMS3	YUAQ_ECOLI	reviewed	Uncharacterized protein YuaQ	yuaQ ychA ECOK12F028	Escherichia coli (strain K12)	1371
P0A8H3	ZUPT_ECOLI	reviewed	Zinc transporter ZupT	zupT ygiE b3040 JW3008	Escherichia coli (strain K12)	257
P0DPC8	YMCF_ECOLI	reviewed	Protein YmcF	ymcF b4723	Escherichia coli (strain K12)	62
A5A612	YMGJ_ECOLI	reviewed	Uncharacterized protein YmgJ	ymgJ b4594	Escherichia coli (strain K12)	61
A5A607	YLCI_ECOLI	reviewed	Uncharacterized protein YlcI	ylcI b4589	Escherichia coli (strain K12)	64
P0CB62	YMIA_ECOLI	reviewed	Uncharacterized protein YmiA	ymiA b4522 JW1267.1	Escherichia coli (strain K12)	54
C1P600	YNBG_ECOLI	reviewed	Uncharacterized protein YnbG	ynbG b4674 JW1395.1	Escherichia coli (strain K12)	21
P76224	YNJC_ECOLI	reviewed	Inner membrane ABC transporter permease protein YnjC	ynjC b1755 JW5285	Escherichia coli (strain K12)	511
Q46809	YQEC_ECOLI	reviewed	Uncharacterized protein YqeC	yqeC b2876 JW5464	Escherichia coli (strain K12)	256
P67153	YQFA_ECOLI	reviewed	UPF0073 inner membrane protein YqfA	yqfA b2899 JW2867	Escherichia coli (strain K12)	219
A5A630	YTCA_ECOLI	reviewed	Uncharacterized protein YtcA	ytcA b4622	Escherichia coli (strain K12)	91
P76692	YZGL_ECOLI	reviewed	Protein YzgL	yzgL b3427 JW3390	Escherichia coli (strain K12)	93
P62558	SOPB_ECOLI	reviewed	Protein SopB (Plasmid partition protein B)	sopB B ECOK12F047	Escherichia coli (strain K12)	323
P08322	TRAE1_ECOLI	reviewed	Protein TraE	traE ECOK12F076	Escherichia coli (strain K12)	188
P21507	SRMB_ECOLI	reviewed	ATP-dependent RNA helicase SrmB (EC 3.6.4.13)	srmB rbaB rhlA b2576 JW2560	Escherichia coli (strain K12)	444
P13970	SRNB_ECOLI	reviewed	Protein SrnB	srnB ECOK12F004/ECOK12F005	Escherichia coli (strain K12)	68
P15082	SRLR_ECOLI	reviewed	Glucitol operon repressor	srlR gutR b2707 JW2676	Escherichia coli (strain K12)	257
P18310	SSBF_ECOLI	reviewed	Plasmid-derived single-stranded DNA-binding protein (SSB) (Helix-destabilizing protein)	ssbF ssb ssf ECOK12F060	Escherichia coli (strain K12)	179
P0A832	SSRP_ECOLI	reviewed	SsrA-binding protein (Small protein B)	smpB smqB b2620 JW2601	Escherichia coli (strain K12)	160
P0AGJ2	TRMH_ECOLI	reviewed	tRNA (guanosine(18)-2'-O)-methyltransferase (EC 2.1.1.34) (tRNA [Gm18] methyltransferase)	trmH spoU b3651 JW3626	Escherichia coli (strain K12)	229
P0AE01	TRMJ_ECOLI	reviewed	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ (EC 2.1.1.200) (TrMet(Xm32)) (tRNA (cytidine(32)/uridine(32)-2'-O)-methyltransferase) (tRNA Cm32/Um32 methyltransferase)	trmJ yfhQ b2532 JW2516	Escherichia coli (strain K12)	246
P75853	SSUA_ECOLI	reviewed	Putative aliphatic sulfonates-binding protein	ssuA ycbO b0936 JW0919	Escherichia coli (strain K12)	319
P28634	TRMO_ECOLI	reviewed	tRNA (adenine(37)-N6)-methyltransferase (EC 2.1.1.-) (tRNA (m6t6A37) methyltransferase) (tRNA methyltransferase O)	trmO tsaA yaeB b0195 JW0191	Escherichia coli (strain K12)	235
P27306	STHA_ECOLI	reviewed	Soluble pyridine nucleotide transhydrogenase (STH) (EC 1.6.1.1) (NAD(P)(+) transhydrogenase [B-specific])	sthA sth udhA b3962 JW5551	Escherichia coli (strain K12)	466
P0A877	TRPA_ECOLI	reviewed	Tryptophan synthase alpha chain (EC 4.2.1.20)	trpA b1260 JW1252	Escherichia coli (strain K12)	268
P30852	SMF_ECOLI	reviewed	Protein Smf	smf b4473 JW5708	Escherichia coli (strain K12)	374
P0AGC7	SMP_ECOLI	reviewed	Probable inner membrane protein Smp	ytjB smp b4387 JW4350	Escherichia coli (strain K12)	214
P00448	SODM_ECOLI	reviewed	Superoxide dismutase [Mn] (EC 1.15.1.1) (MnSOD)	sodA b3908 JW3879	Escherichia coli (strain K12)	206
P45581	STFP_ECOLI	reviewed	Uncharacterized protein StfP (Uncharacterized protein StfP from lambdoid prophage e14 region)	stfP ycfK b1154 JW1140	Escherichia coli (strain K12)	209
P77515	STFQ_ECOLI	reviewed	Prophage side tail fiber protein homolog StfQ (Side tail fiber protein homolog from lambdoid prophage Qin)	stfQ ydfN b1547 JW1540	Escherichia coli (strain K12)	320
P76072	STFR_ECOLI	reviewed	Prophage side tail fiber protein homolog StfR (Side tail fiber protein homolog from lambdoid prophage Rac)	stfR ynaB b1372 JW1366	Escherichia coli (strain K12)	1120
P0ACG1	STPA_ECOLI	reviewed	DNA-binding protein StpA (H-NS homolog StpA)	stpA hnsB b2669 JW2644	Escherichia coli (strain K12)	134
P0AG78	SUBI_ECOLI	reviewed	Sulfate-binding protein (Sulfate starvation-induced protein 2) (SSI2)	sbp b3917 JW3888	Escherichia coli (strain K12)	329
P0A879	TRPB_ECOLI	reviewed	Tryptophan synthase beta chain (EC 4.2.1.20)	trpB b1261 JW1253	Escherichia coli (strain K12)	397
P0A836	SUCC_ECOLI	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC b0728 JW0717	Escherichia coli (strain K12)	388
P00909	TRPC_ECOLI	reviewed	Tryptophan biosynthesis protein TrpCF [Includes: Indole-3-glycerol phosphate synthase (IGPS) (EC 4.1.1.48); N-(5'-phospho-ribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)]	trpC trpF b1262 JW1254	Escherichia coli (strain K12)	453
